#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1314785,63818182,LAESUDRAFT_100037,LAESUDRAFT_100037,-,-,Unknown,-,peroxisomal acyl-CoA-dehydrogenase,protein-coding,-,-,-,peroxisomal acyl-CoA-dehydrogenase,20210421,-
1314785,63830260,LAESUDRAFT_763319,LAESUDRAFT_763319,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830261,LAESUDRAFT_763320,LAESUDRAFT_763320,-,-,Unknown,-,fungal hydrophobin,protein-coding,-,-,-,fungal hydrophobin,20210421,-
1314785,63830262,LAESUDRAFT_763321,LAESUDRAFT_763321,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830263,LAESUDRAFT_763322,LAESUDRAFT_763322,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830264,LAESUDRAFT_763326,LAESUDRAFT_763326,-,-,Unknown,-,fungal hydrophobin,protein-coding,-,-,-,fungal hydrophobin,20210421,-
1314785,63830265,LAESUDRAFT_763327,LAESUDRAFT_763327,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830266,LAESUDRAFT_763333,LAESUDRAFT_763333,-,-,Unknown,-,AAA-domain-containing protein,protein-coding,-,-,-,AAA-domain-containing protein,20210421,-
1314785,63830267,LAESUDRAFT_763338,LAESUDRAFT_763338,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830268,LAESUDRAFT_763347,LAESUDRAFT_763347,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830269,LAESUDRAFT_763348,LAESUDRAFT_763348,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830270,LAESUDRAFT_763353,LAESUDRAFT_763353,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830271,LAESUDRAFT_763356,LAESUDRAFT_763356,-,-,Unknown,-,cysteine proteinase,protein-coding,-,-,-,cysteine proteinase,20210421,-
1314785,63830272,LAESUDRAFT_763391,LAESUDRAFT_763391,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210421,-
1314785,63830273,LAESUDRAFT_763396,LAESUDRAFT_763396,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830274,LAESUDRAFT_763402,LAESUDRAFT_763402,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830275,LAESUDRAFT_763409,LAESUDRAFT_763409,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830276,LAESUDRAFT_763410,LAESUDRAFT_763410,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830277,LAESUDRAFT_763413,LAESUDRAFT_763413,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830278,LAESUDRAFT_763417,LAESUDRAFT_763417,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830279,LAESUDRAFT_763423,LAESUDRAFT_763423,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830280,LAESUDRAFT_763429,LAESUDRAFT_763429,-,-,Unknown,-,LuxS/MPP-like metallohydrolase,protein-coding,-,-,-,LuxS/MPP-like metallohydrolase,20210421,-
1314785,63830281,LAESUDRAFT_763435,LAESUDRAFT_763435,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830282,LAESUDRAFT_763441,LAESUDRAFT_763441,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830283,LAESUDRAFT_763447,LAESUDRAFT_763447,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830284,LAESUDRAFT_763450,LAESUDRAFT_763450,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830285,LAESUDRAFT_763453,LAESUDRAFT_763453,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830286,LAESUDRAFT_763454,LAESUDRAFT_763454,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830287,LAESUDRAFT_763455,LAESUDRAFT_763455,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830288,LAESUDRAFT_763459,LAESUDRAFT_763459,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830289,LAESUDRAFT_763460,LAESUDRAFT_763460,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830290,LAESUDRAFT_763465,LAESUDRAFT_763465,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830291,LAESUDRAFT_763476,LAESUDRAFT_763476,-,-,Unknown,-,glycoside hydrolase family 71 protein,protein-coding,-,-,-,glycoside hydrolase family 71 protein,20210421,-
1314785,63830292,LAESUDRAFT_763480,LAESUDRAFT_763480,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830293,LAESUDRAFT_763481,LAESUDRAFT_763481,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830294,LAESUDRAFT_763482,LAESUDRAFT_763482,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830295,LAESUDRAFT_763483,LAESUDRAFT_763483,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830296,LAESUDRAFT_763484,LAESUDRAFT_763484,-,-,Unknown,-,zincin,protein-coding,-,-,-,zincin,20210421,-
1314785,63830297,LAESUDRAFT_763488,LAESUDRAFT_763488,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830298,LAESUDRAFT_763492,LAESUDRAFT_763492,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830299,LAESUDRAFT_763496,LAESUDRAFT_763496,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830300,LAESUDRAFT_763497,LAESUDRAFT_763497,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830301,LAESUDRAFT_763498,LAESUDRAFT_763498,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830302,LAESUDRAFT_763499,LAESUDRAFT_763499,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830303,LAESUDRAFT_763518,LAESUDRAFT_763518,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830304,LAESUDRAFT_763519,LAESUDRAFT_763519,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830305,LAESUDRAFT_763521,LAESUDRAFT_763521,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830306,LAESUDRAFT_763530,LAESUDRAFT_763530,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830307,LAESUDRAFT_763533,LAESUDRAFT_763533,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830308,LAESUDRAFT_763534,LAESUDRAFT_763534,-,-,Unknown,-,proteasome subunit,protein-coding,-,-,-,proteasome subunit,20210421,-
1314785,63830309,LAESUDRAFT_763536,LAESUDRAFT_763536,-,-,Unknown,-,aldehyde dehydrogenase,protein-coding,-,-,-,aldehyde dehydrogenase,20210421,-
1314785,63830310,LAESUDRAFT_763548,LAESUDRAFT_763548,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830311,LAESUDRAFT_763550,LAESUDRAFT_763550,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830312,LAESUDRAFT_763551,LAESUDRAFT_763551,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830313,LAESUDRAFT_763558,LAESUDRAFT_763558,-,-,Unknown,-,iron uptake cluster protein,protein-coding,-,-,-,iron uptake cluster protein,20210421,-
1314785,63830314,LAESUDRAFT_763570,LAESUDRAFT_763570,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830315,LAESUDRAFT_763571,LAESUDRAFT_763571,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830316,LAESUDRAFT_763581,LAESUDRAFT_763581,-,-,Unknown,-,FAD/NAD-P-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD-P-binding domain-containing protein,20210421,-
1314785,63830317,LAESUDRAFT_763588,LAESUDRAFT_763588,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830318,LAESUDRAFT_763591,LAESUDRAFT_763591,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830319,LAESUDRAFT_763592,LAESUDRAFT_763592,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830320,LAESUDRAFT_763596,LAESUDRAFT_763596,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830321,LAESUDRAFT_763606,LAESUDRAFT_763606,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830322,LAESUDRAFT_763609,LAESUDRAFT_763609,-,-,Unknown,-,PLP-dependent transferase,protein-coding,-,-,-,PLP-dependent transferase,20210421,-
1314785,63830323,LAESUDRAFT_763621,LAESUDRAFT_763621,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830324,LAESUDRAFT_763622,LAESUDRAFT_763622,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830325,LAESUDRAFT_763628,LAESUDRAFT_763628,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830326,LAESUDRAFT_763632,LAESUDRAFT_763632,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20210421,-
1314785,63830327,LAESUDRAFT_763634,LAESUDRAFT_763634,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830328,LAESUDRAFT_763635,LAESUDRAFT_763635,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830329,LAESUDRAFT_763637,LAESUDRAFT_763637,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210421,-
1314785,63830330,LAESUDRAFT_763641,LAESUDRAFT_763641,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210421,-
1314785,63830331,LAESUDRAFT_763642,LAESUDRAFT_763642,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210421,-
1314785,63830332,LAESUDRAFT_763643,LAESUDRAFT_763643,-,-,Unknown,-,RAI1-domain-containing protein,protein-coding,-,-,-,RAI1-domain-containing protein,20210421,-
1314785,63830333,LAESUDRAFT_763644,LAESUDRAFT_763644,-,-,Unknown,-,cytochrome P450 monooxygenase,protein-coding,-,-,-,cytochrome P450 monooxygenase,20210421,-
1314785,63830334,LAESUDRAFT_763650,LAESUDRAFT_763650,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830335,LAESUDRAFT_763652,LAESUDRAFT_763652,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830336,LAESUDRAFT_763663,LAESUDRAFT_763663,-,-,Unknown,-,DUF1768-domain-containing protein,protein-coding,-,-,-,DUF1768-domain-containing protein,20210421,-
1314785,63830337,LAESUDRAFT_763664,LAESUDRAFT_763664,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830338,LAESUDRAFT_763666,LAESUDRAFT_763666,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830339,LAESUDRAFT_763668,LAESUDRAFT_763668,-,-,Unknown,-,ubiquinone biosynthesis protein COQ4 mitochondrial,protein-coding,-,-,-,ubiquinone biosynthesis protein COQ4 mitochondrial,20210421,-
1314785,63830340,LAESUDRAFT_763681,LAESUDRAFT_763681,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830341,LAESUDRAFT_763682,LAESUDRAFT_763682,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830342,LAESUDRAFT_763686,LAESUDRAFT_763686,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830343,LAESUDRAFT_763687,LAESUDRAFT_763687,-,-,Unknown,-,dUTPase-like protein,protein-coding,-,-,-,dUTPase-like protein,20210421,-
1314785,63830344,LAESUDRAFT_763689,LAESUDRAFT_763689,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830345,LAESUDRAFT_763691,LAESUDRAFT_763691,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830346,LAESUDRAFT_763693,LAESUDRAFT_763693,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830347,LAESUDRAFT_763694,LAESUDRAFT_763694,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830348,LAESUDRAFT_763695,LAESUDRAFT_763695,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830349,LAESUDRAFT_763702,LAESUDRAFT_763702,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830350,LAESUDRAFT_763719,LAESUDRAFT_763719,-,-,Unknown,-,ribonuclease H-like protein,protein-coding,-,-,-,ribonuclease H-like protein,20210421,-
1314785,63830351,LAESUDRAFT_763726,LAESUDRAFT_763726,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830352,LAESUDRAFT_763731,LAESUDRAFT_763731,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830353,LAESUDRAFT_763736,LAESUDRAFT_763736,-,-,Unknown,-,calcium-transporting ATPase,protein-coding,-,-,-,calcium-transporting ATPase,20210421,-
1314785,63830354,LAESUDRAFT_763743,LAESUDRAFT_763743,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830355,LAESUDRAFT_763750,LAESUDRAFT_763750,-,-,Unknown,-,Aldo/keto reductase,protein-coding,-,-,-,Aldo/keto reductase,20210421,-
1314785,63830356,LAESUDRAFT_763765,LAESUDRAFT_763765,-,-,Unknown,-,calcium-translocating P-type ATPase,protein-coding,-,-,-,calcium-translocating P-type ATPase,20210421,-
1314785,63830357,LAESUDRAFT_763769,LAESUDRAFT_763769,-,-,Unknown,-,acid protease,protein-coding,-,-,-,acid protease,20210421,-
1314785,63830358,LAESUDRAFT_763777,LAESUDRAFT_763777,-,-,Unknown,-,glycoside hydrolase family 37 protein,protein-coding,-,-,-,glycoside hydrolase family 37 protein,20210421,-
1314785,63830359,LAESUDRAFT_763791,LAESUDRAFT_763791,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830360,LAESUDRAFT_763793,LAESUDRAFT_763793,-,-,Unknown,-,Aldo/keto reductase,protein-coding,-,-,-,Aldo/keto reductase,20210421,-
1314785,63830361,LAESUDRAFT_763801,LAESUDRAFT_763801,-,-,Unknown,-,ATP-dependent protease La,protein-coding,-,-,-,ATP-dependent protease La,20210421,-
1314785,63830362,LAESUDRAFT_763803,LAESUDRAFT_763803,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830363,LAESUDRAFT_763821,LAESUDRAFT_763821,-,-,Unknown,-,ribonuclease H-like protein,protein-coding,-,-,-,ribonuclease H-like protein,20210421,-
1314785,63830364,LAESUDRAFT_763823,LAESUDRAFT_763823,-,-,Unknown,-,subtilisin-like protein,protein-coding,-,-,-,subtilisin-like protein,20210421,-
1314785,63830365,LAESUDRAFT_763837,LAESUDRAFT_763837,-,-,Unknown,-,ketoacyl-synt-domain-containing protein,protein-coding,-,-,-,ketoacyl-synt-domain-containing protein,20210421,-
1314785,63830366,LAESUDRAFT_763855,LAESUDRAFT_763855,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830367,LAESUDRAFT_763863,LAESUDRAFT_763863,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830368,LAESUDRAFT_763866,LAESUDRAFT_763866,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830369,LAESUDRAFT_763868,LAESUDRAFT_763868,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830370,LAESUDRAFT_763870,LAESUDRAFT_763870,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830371,LAESUDRAFT_763871,LAESUDRAFT_763871,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830372,LAESUDRAFT_763872,LAESUDRAFT_763872,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830373,LAESUDRAFT_763877,LAESUDRAFT_763877,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830374,LAESUDRAFT_763880,LAESUDRAFT_763880,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830375,LAESUDRAFT_763881,LAESUDRAFT_763881,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830376,LAESUDRAFT_763890,LAESUDRAFT_763890,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210421,-
1314785,63830377,LAESUDRAFT_763896,LAESUDRAFT_763896,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830378,LAESUDRAFT_763897,LAESUDRAFT_763897,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830379,LAESUDRAFT_763899,LAESUDRAFT_763899,-,-,Unknown,-,HAD-like protein,protein-coding,-,-,-,HAD-like protein,20210421,-
1314785,63830380,LAESUDRAFT_763912,LAESUDRAFT_763912,-,-,Unknown,-,GroES-like protein,protein-coding,-,-,-,GroES-like protein,20210421,-
1314785,63830381,LAESUDRAFT_763922,LAESUDRAFT_763922,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210421,-
1314785,63830382,LAESUDRAFT_763923,LAESUDRAFT_763923,-,-,Unknown,-,HAD superfamily,protein-coding,-,-,-,HAD superfamily,20210421,-
1314785,63830383,LAESUDRAFT_763933,LAESUDRAFT_763933,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830384,LAESUDRAFT_763952,LAESUDRAFT_763952,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830385,LAESUDRAFT_763957,LAESUDRAFT_763957,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830386,LAESUDRAFT_763958,LAESUDRAFT_763958,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830387,LAESUDRAFT_763968,LAESUDRAFT_763968,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210421,-
1314785,63830388,LAESUDRAFT_763975,LAESUDRAFT_763975,-,-,Unknown,-,adenosine kinase,protein-coding,-,-,-,adenosine kinase,20210421,-
1314785,63830389,LAESUDRAFT_763976,LAESUDRAFT_763976,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830390,LAESUDRAFT_763982,LAESUDRAFT_763982,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830391,LAESUDRAFT_764001,LAESUDRAFT_764001,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830392,LAESUDRAFT_764010,LAESUDRAFT_764010,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830393,LAESUDRAFT_764012,LAESUDRAFT_764012,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
