#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
10228,4126647,ATP6,-,-,-,MT,-,ATP synthase F0 subunit 6,protein-coding,-,-,-,ATP synthase F0 subunit 6,20200911,-
10228,6758146,TRIADDRAFT_60972,TRIADDRAFT_60972,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758147,TRIADDRAFT_31747,TRIADDRAFT_31747,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758148,TRIADDRAFT_60978,TRIADDRAFT_60978,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758149,TRIADDRAFT_38348,TRIADDRAFT_38348,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6758150,TRIADDRAFT_31660,TRIADDRAFT_31660,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758151,TRIADDRAFT_31830,TRIADDRAFT_31830,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758152,TRIADDRAFT_60984,TRIADDRAFT_60984,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758153,TRIADDRAFT_60986,TRIADDRAFT_60986,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758154,TRIADDRAFT_60987,TRIADDRAFT_60987,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758155,TRIADDRAFT_31833,TRIADDRAFT_31833,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758156,TRIADDRAFT_6357,TRIADDRAFT_6357,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758157,TRIADDRAFT_31742,TRIADDRAFT_31742,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758158,TRIADDRAFT_60996,TRIADDRAFT_60996,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758159,TRIADDRAFT_31720,TRIADDRAFT_31720,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758160,TRIADDRAFT_61006,TRIADDRAFT_61006,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758161,TRIADDRAFT_31673,TRIADDRAFT_31673,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758162,TRIADDRAFT_50972,TRIADDRAFT_50972,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758163,TRIADDRAFT_31729,TRIADDRAFT_31729,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758164,TRIADDRAFT_31699,TRIADDRAFT_31699,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758165,TRIADDRAFT_31676,TRIADDRAFT_31676,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758166,TRIADDRAFT_61020,TRIADDRAFT_61020,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758167,TRIADDRAFT_31721,TRIADDRAFT_31721,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758168,TRIADDRAFT_50975,TRIADDRAFT_50975,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758169,TRIADDRAFT_4311,TRIADDRAFT_4311,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758170,TRIADDRAFT_61025,TRIADDRAFT_61025,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758171,TRIADDRAFT_64312,TRIADDRAFT_64312,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6758172,TRIADDRAFT_63412,TRIADDRAFT_63412,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6758173,TRIADDRAFT_61032,TRIADDRAFT_61032,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758174,TRIADDRAFT_5049,TRIADDRAFT_5049,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758175,TRIADDRAFT_31757,TRIADDRAFT_31757,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758176,TRIADDRAFT_61037,TRIADDRAFT_61037,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758177,TRIADDRAFT_61038,TRIADDRAFT_61038,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758178,TRIADDRAFT_31669,TRIADDRAFT_31669,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758179,TRIADDRAFT_31696,TRIADDRAFT_31696,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758180,TRIADDRAFT_61040,TRIADDRAFT_61040,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758181,TRIADDRAFT_31810,TRIADDRAFT_31810,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758182,TRIADDRAFT_8120,TRIADDRAFT_8120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758183,TRIADDRAFT_8131,TRIADDRAFT_8131,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758184,TRIADDRAFT_31737,TRIADDRAFT_31737,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758185,TRIADDRAFT_60934,TRIADDRAFT_60934,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758186,TRIADDRAFT_31695,TRIADDRAFT_31695,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758187,TRIADDRAFT_31667,TRIADDRAFT_31667,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758188,TRIADDRAFT_64307,TRIADDRAFT_64307,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758189,TRIADDRAFT_60937,TRIADDRAFT_60937,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758190,TRIADDRAFT_60939,TRIADDRAFT_60939,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758191,TRIADDRAFT_14507,TRIADDRAFT_14507,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758192,TRIADDRAFT_31722,TRIADDRAFT_31722,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758193,TRIADDRAFT_60945,TRIADDRAFT_60945,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758194,TRIADDRAFT_60946,TRIADDRAFT_60946,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758195,TRIADDRAFT_9023,TRIADDRAFT_9023,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758196,TRIADDRAFT_60952,TRIADDRAFT_60952,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758197,TRIADDRAFT_31752,TRIADDRAFT_31752,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758198,TRIADDRAFT_60956,TRIADDRAFT_60956,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758199,TRIADDRAFT_15774,TRIADDRAFT_15774,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758200,TRIADDRAFT_31814,TRIADDRAFT_31814,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758201,TRIADDRAFT_31849,TRIADDRAFT_31849,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758202,TRIADDRAFT_60963,TRIADDRAFT_60963,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758203,TRIADDRAFT_31844,TRIADDRAFT_31844,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758204,TRIADDRAFT_60968,TRIADDRAFT_60968,-,-,Unknown,-,retinoblastoma-binding protein 4,protein-coding,-,-,-,retinoblastoma-binding protein 4,20200911,-
10228,6758205,TRIADDRAFT_60971,TRIADDRAFT_60971,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758206,TRIADDRAFT_63410,TRIADDRAFT_63410,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758207,TRIADDRAFT_60973,TRIADDRAFT_60973,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758208,TRIADDRAFT_31777,TRIADDRAFT_31777,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758209,TRIADDRAFT_8508,TRIADDRAFT_8508,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758210,TRIADDRAFT_60977,TRIADDRAFT_60977,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758211,TRIADDRAFT_60981,TRIADDRAFT_60981,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758212,TRIADDRAFT_60982,TRIADDRAFT_60982,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758213,TRIADDRAFT_60985,TRIADDRAFT_60985,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758214,TRIADDRAFT_60990,TRIADDRAFT_60990,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758215,TRIADDRAFT_60991,TRIADDRAFT_60991,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758216,TRIADDRAFT_60994,TRIADDRAFT_60994,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758217,TRIADDRAFT_31851,TRIADDRAFT_31851,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758218,TRIADDRAFT_31828,TRIADDRAFT_31828,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758219,TRIADDRAFT_60998,TRIADDRAFT_60998,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758220,TRIADDRAFT_60999,TRIADDRAFT_60999,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758221,TRIADDRAFT_2616,TRIADDRAFT_2616,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758222,TRIADDRAFT_31807,TRIADDRAFT_31807,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758223,TRIADDRAFT_7870,TRIADDRAFT_7870,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758224,TRIADDRAFT_38351,TRIADDRAFT_38351,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6758225,TRIADDRAFT_31681,TRIADDRAFT_31681,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758226,TRIADDRAFT_64311,TRIADDRAFT_64311,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6758227,TRIADDRAFT_61011,TRIADDRAFT_61011,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758228,TRIADDRAFT_61012,TRIADDRAFT_61012,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758229,TRIADDRAFT_61013,TRIADDRAFT_61013,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758230,TRIADDRAFT_31789,TRIADDRAFT_31789,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758231,TRIADDRAFT_50973,TRIADDRAFT_50973,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758232,TRIADDRAFT_61017,TRIADDRAFT_61017,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758233,TRIADDRAFT_61019,TRIADDRAFT_61019,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758234,TRIADDRAFT_50976,TRIADDRAFT_50976,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758235,TRIADDRAFT_31670,TRIADDRAFT_31670,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758236,TRIADDRAFT_61027,TRIADDRAFT_61027,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758237,TRIADDRAFT_31801,TRIADDRAFT_31801,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758238,TRIADDRAFT_61031,TRIADDRAFT_61031,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758239,TRIADDRAFT_5525,TRIADDRAFT_5525,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758240,TRIADDRAFT_31731,TRIADDRAFT_31731,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758241,TRIADDRAFT_61042,TRIADDRAFT_61042,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758242,TRIADDRAFT_61044,TRIADDRAFT_61044,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758243,TRIADDRAFT_14661,TRIADDRAFT_14661,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758244,TRIADDRAFT_61047,TRIADDRAFT_61047,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758245,TRIADDRAFT_61048,TRIADDRAFT_61048,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758246,TRIADDRAFT_18006,TRIADDRAFT_18006,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758247,TRIADDRAFT_61053,TRIADDRAFT_61053,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758248,TRIADDRAFT_64314,TRIADDRAFT_64314,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6758249,TRIADDRAFT_31981,TRIADDRAFT_31981,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758250,TRIADDRAFT_61059,TRIADDRAFT_61059,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758251,TRIADDRAFT_31936,TRIADDRAFT_31936,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758252,TRIADDRAFT_61065,TRIADDRAFT_61065,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758253,TRIADDRAFT_38365,TRIADDRAFT_38365,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758254,TRIADDRAFT_61069,TRIADDRAFT_61069,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758255,TRIADDRAFT_61072,TRIADDRAFT_61072,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758256,TRIADDRAFT_61074,TRIADDRAFT_61074,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758257,TRIADDRAFT_61075,TRIADDRAFT_61075,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758258,TRIADDRAFT_61077,TRIADDRAFT_61077,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758259,TRIADDRAFT_61079,TRIADDRAFT_61079,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758260,TRIADDRAFT_61081,TRIADDRAFT_61081,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758261,TRIADDRAFT_31909,TRIADDRAFT_31909,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758262,TRIADDRAFT_61085,TRIADDRAFT_61085,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758263,TRIADDRAFT_32044,TRIADDRAFT_32044,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758264,TRIADDRAFT_61091,TRIADDRAFT_61091,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758265,TRIADDRAFT_31932,TRIADDRAFT_31932,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758266,TRIADDRAFT_61093,TRIADDRAFT_61093,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758267,TRIADDRAFT_61095,TRIADDRAFT_61095,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758268,TRIADDRAFT_32120,TRIADDRAFT_32120,-,-,Unknown,-,non-ATPase proteasome 26S subunit,protein-coding,-,-,-,non-ATPase proteasome 26S subunit,20200911,-
10228,6758269,TRIADDRAFT_64319,TRIADDRAFT_64319,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758270,TRIADDRAFT_61101,TRIADDRAFT_61101,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758271,TRIADDRAFT_61104,TRIADDRAFT_61104,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758272,TRIADDRAFT_61115,TRIADDRAFT_61115,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758273,TRIADDRAFT_64321,TRIADDRAFT_64321,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758274,TRIADDRAFT_61126,TRIADDRAFT_61126,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758275,TRIADDRAFT_1026,TRIADDRAFT_1026,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758276,TRIADDRAFT_61129,TRIADDRAFT_61129,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758277,TRIADDRAFT_32096,TRIADDRAFT_32096,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758278,TRIADDRAFT_31987,TRIADDRAFT_31987,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758279,TRIADDRAFT_61134,TRIADDRAFT_61134,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758280,TRIADDRAFT_31911,TRIADDRAFT_31911,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758281,TRIADDRAFT_50996,TRIADDRAFT_50996,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758282,TRIADDRAFT_61139,TRIADDRAFT_61139,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758283,TRIADDRAFT_61143,TRIADDRAFT_61143,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758284,TRIADDRAFT_64322,TRIADDRAFT_64322,-,-,Unknown,-,expressed protein,protein-coding,-,-,-,expressed protein,20200911,-
10228,6758285,TRIADDRAFT_64323,TRIADDRAFT_64323,-,-,Unknown,-,expressed protein,protein-coding,-,-,-,expressed protein,20200911,-
10228,6758286,TRIADDRAFT_64324,TRIADDRAFT_64324,-,-,Unknown,-,expressed protein,protein-coding,-,-,-,expressed protein,20200911,-
10228,6758287,TRIADDRAFT_64325,TRIADDRAFT_64325,-,-,Unknown,-,expressed protein,protein-coding,-,-,-,expressed protein,20200911,-
10228,6758288,TRIADDRAFT_61150,TRIADDRAFT_61150,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758289,TRIADDRAFT_61151,TRIADDRAFT_61151,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758290,TRIADDRAFT_61152,TRIADDRAFT_61152,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758291,TRIADDRAFT_61153,TRIADDRAFT_61153,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758292,TRIADDRAFT_64326,TRIADDRAFT_64326,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758293,TRIADDRAFT_61155,TRIADDRAFT_61155,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758294,TRIADDRAFT_51000,TRIADDRAFT_51000,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758295,TRIADDRAFT_61158,TRIADDRAFT_61158,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758296,TRIADDRAFT_31955,TRIADDRAFT_31955,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758297,TRIADDRAFT_61162,TRIADDRAFT_61162,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758298,TRIADDRAFT_51003,TRIADDRAFT_51003,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758299,TRIADDRAFT_51005,TRIADDRAFT_51005,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
