#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
273057,1452661,SSO_RS12725,SSO_RS12725,SSO2622,-,-,-,hotdog fold thioesterase,protein-coding,-,-,-,hotdog fold thioesterase,20210424,-
273057,24780200,SSO_RS04885,SSO_RS04885,-,-,-,-,DUF202 domain-containing protein,protein-coding,-,-,-,DUF202 domain-containing protein,20210308,-
273057,24780201,SSO_RS05125,SSO_RS05125,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780202,SSO_RS05135,SSO_RS05135,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780203,SSO_RS05275,SSO_RS05275,-,-,-,-,MarR family transcriptional regulator,protein-coding,-,-,-,MarR family transcriptional regulator,20210417,-
273057,24780204,SSO_RS05315,SSO_RS05315,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780205,SSO_RS05330,SSO_RS05330,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780206,SSO_RS05440,SSO_RS05440,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780207,SSO_RS05450,SSO_RS05450,-,-,-,-,TRASH domain-containing protein,protein-coding,-,-,-,TRASH domain-containing protein,20210308,-
273057,24780208,SSO_RS05650,SSO_RS05650,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780209,SSO_RS05665,SSO_RS05665,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780210,SSO_RS05795,SSO_RS05795,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780213,SSO_RS05915,SSO_RS05915,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780216,SSO_RS06075,SSO_RS06075,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780217,SSO_RS06085,SSO_RS06085,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780218,SSO_RS06090,SSO_RS06090,-,-,-,-,type II toxin-antitoxin system CcdA family antitoxin,protein-coding,-,-,-,type II toxin-antitoxin system CcdA family antitoxin,20210308,-
273057,24780219,SSO_RS06145,SSO_RS06145,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780220,SSO_RS06150,SSO_RS06150,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780221,SSO_RS06180,SSO_RS06180,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780222,SSO_RS06255,SSO_RS06255,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780225,SSO_RS06395,SSO_RS06395,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780226,SSO_RS06445,SSO_RS06445,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780227,SSO_RS06505,SSO_RS06505,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780232,SSO_RS06600,SSO_RS06600,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780234,SSO_RS06805,SSO_RS06805,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780237,SSO_RS06955,SSO_RS06955,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780238,SSO_RS06990,SSO_RS06990,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780239,cas2,SSO_RS07085,SSO8090,-,-,-,CRISPR-associated endonuclease Cas2,protein-coding,-,-,-,CRISPR-associated endonuclease Cas2,20210308,-
273057,24780240,SSO_RS07100,SSO_RS07100,-,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20210308,-
273057,24780242,SSO_RS07170,SSO_RS07170,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
273057,24780244,SSO_RS07200,SSO_RS07200,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780246,SSO_RS07245,SSO_RS07245,-,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20210308,-
273057,24780249,SSO_RS07310,SSO_RS07310,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780250,SSO_RS07345,SSO_RS07345,SSO1507,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780252,SSO_RS07455,SSO_RS07455,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780253,SSO_RS07510,SSO_RS07510,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780257,SSO_RS07565,SSO_RS07565,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780258,SSO_RS07575,SSO_RS07575,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780262,SSO_RS07760,SSO_RS07760,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780263,SSO_RS07805,SSO_RS07805,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780266,SSO_RS07950,SSO_RS07950,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780267,SSO_RS08010,SSO_RS08010,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780270,SSO_RS08140,SSO_RS08140,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780272,SSO_RS08215,SSO_RS08215,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780273,SSO_RS08230,SSO_RS08230,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780274,SSO_RS08240,SSO_RS08240,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780275,SSO_RS08290,SSO_RS08290,-,-,-,-,plasmid regulator,protein-coding,-,-,-,plasmid regulator,20210308,-
273057,24780276,SSO_RS08295,SSO_RS08295,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780277,SSO_RS08315,SSO_RS08315,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780279,SSO_RS08390,SSO_RS08390,-,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20210308,-
273057,24780280,SSO_RS08415,SSO_RS08415,-,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20210308,-
273057,24780285,SSO_RS08475,SSO_RS08475,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780288,SSO_RS08550,SSO_RS08550,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780289,SSO_RS08625,SSO_RS08625,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780292,SSO_RS08940,SSO_RS08940,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780293,SSO_RS08990,SSO_RS08990,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780294,SSO_RS09080,SSO_RS09080,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780297,SSO_RS09170,SSO_RS09170,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780298,SSO_RS09175,SSO_RS09175,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
273057,24780299,SSO_RS09200,SSO_RS09200,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780300,SSO_RS09275,SSO_RS09275,-,-,-,-,antitoxin,protein-coding,-,-,-,antitoxin,20210424,-
273057,24780301,SSO_RS09280,SSO_RS09280,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780302,SSO_RS09295,SSO_RS09295,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780304,SSO_RS09325,SSO_RS09325,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780306,SSO_RS09340,SSO_RS09340,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780307,SSO_RS09350,SSO_RS09350,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780310,SSO_RS09475,SSO_RS09475,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780312,SSO_RS09585,SSO_RS09585,-,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20210308,-
273057,24780313,SSO_RS09595,SSO_RS09595,-,-,-,-,type II toxin-antitoxin system CcdA family antitoxin,protein-coding,-,-,-,type II toxin-antitoxin system CcdA family antitoxin,20210308,-
273057,24780314,SSO_RS09605,SSO_RS09605,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780315,SSO_RS09620,SSO_RS09620,-,-,-,-,antitoxin VapB family protein,protein-coding,-,-,-,antitoxin VapB family protein,20210308,-
273057,24780316,SSO_RS09660,SSO_RS09660,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780319,SSO_RS09810,SSO_RS09810,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780320,SSO_RS09840,SSO_RS09840,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780321,SSO_RS09855,SSO_RS09855,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780322,SSO_RS09875,SSO_RS09875,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
273057,24780323,SSO_RS09880,SSO_RS09880,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780324,SSO_RS09990,SSO_RS09990,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780327,SSO_RS10205,SSO_RS10205,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
273057,24780328,SSO_RS10245,SSO_RS10245,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780329,SSO_RS10250,SSO_RS10250,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780331,SSO_RS10290,SSO_RS10290,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780332,SSO_RS10310,SSO_RS10310,-,-,-,-,DUF3311 domain-containing protein,protein-coding,-,-,-,DUF3311 domain-containing protein,20210308,-
273057,24780333,SSO_RS10365,SSO_RS10365,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780334,SSO_RS10375,SSO_RS10375,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780337,SSO_RS10465,SSO_RS10465,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780339,SSO_RS10570,SSO_RS10570,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780340,SSO_RS10585,SSO_RS10585,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780341,SSO_RS10615,SSO_RS10615,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780342,SSO_RS10650,SSO_RS10650,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780343,SSO_RS10675,SSO_RS10675,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780344,SSO_RS10710,SSO_RS10710,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780345,SSO_RS10735,SSO_RS10735,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780346,SSO_RS11050,SSO_RS11050,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780347,SSO_RS11055,SSO_RS11055,-,-,-,-,ArsR family transcriptional regulator,protein-coding,-,-,-,ArsR family transcriptional regulator,20210417,-
273057,24780348,SSO_RS11070,SSO_RS11070,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780349,SSO_RS11110,SSO_RS11110,-,-,-,-,DUF131 domain-containing protein,protein-coding,-,-,-,DUF131 domain-containing protein,20210417,-
273057,24780353,SSO_RS11340,SSO_RS11340,-,-,-,-,"ribbon-helix-helix protein, CopG family",protein-coding,-,-,-,"ribbon-helix-helix protein, CopG family",20210417,-
273057,24780354,SSO_RS11610,SSO_RS11610,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780355,SSO_RS11800,SSO_RS11800,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780356,SSO_RS11835,SSO_RS11835,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780357,SSO_RS11945,SSO_RS11945,-,-,-,-,"ribbon-helix-helix protein, CopG family",protein-coding,-,-,-,"ribbon-helix-helix protein, CopG family",20210308,-
273057,24780359,SSO_RS11985,SSO_RS11985,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780360,SSO_RS12025,SSO_RS12025,-,-,-,-,DUF3311 domain-containing protein,protein-coding,-,-,-,DUF3311 domain-containing protein,20210308,-
273057,24780361,SSO_RS12040,SSO_RS12040,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780362,SSO_RS12050,SSO_RS12050,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780363,SSO_RS12055,SSO_RS12055,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780364,SSO_RS12335,SSO_RS12335,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780366,SSO_RS12345,SSO_RS12345,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780367,SSO_RS12435,SSO_RS12435,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780369,SSO_RS12460,SSO_RS12460,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780370,SSO_RS12515,SSO_RS12515,-,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20210308,-
273057,24780371,SSO_RS12580,SSO_RS12580,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210312,-
273057,24780372,SSO_RS12595,SSO_RS12595,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780373,SSO_RS12630,SSO_RS12630,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780374,SSO_RS12685,SSO_RS12685,-,-,-,-,PH domain-containing protein,protein-coding,-,-,-,PH domain-containing protein,20210308,-
273057,24780375,SSO_RS12785,SSO_RS12785,-,-,-,-,transcriptional regulator,protein-coding,-,-,-,transcriptional regulator,20210308,-
273057,24780376,SSO_RS12875,SSO_RS12875,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780377,SSO_RS13030,SSO_RS13030,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780378,SSO_RS13065,SSO_RS13065,-,-,-,-,GYD domain-containing protein,protein-coding,-,-,-,GYD domain-containing protein,20210417,-
273057,24780379,SSO_RS13075,SSO_RS13075,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780380,SSO_RS13190,SSO_RS13190,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780382,SSO_RS13380,SSO_RS13380,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
273057,24780385,SSO_RS13630,SSO_RS13630,-,-,-,-,heavy-metal-associated domain-containing protein,protein-coding,-,-,-,heavy-metal-associated domain-containing protein,20210308,-
273057,24780386,SSO_RS13655,SSO_RS13655,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780391,SSO_RS13875,SSO_RS13875,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780394,SSO_RS14155,SSO_RS14155,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780395,SSO_RS14200,SSO_RS14200,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780396,SSO_RS14215,SSO_RS14215,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780399,SSO_RS14365,SSO_RS14365,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780400,SSO_RS14670,SSO_RS14670,SSO3025,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780403,SSO_RS14715,SSO_RS14715,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780404,SSO_RS14850,SSO_RS14850,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780405,SSO_RS14900,SSO_RS14900,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780406,SSO_RS14910,SSO_RS14910,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780408,SSO_RS15115,SSO_RS15115,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780409,SSO_RS15195,SSO_RS15195,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780410,SSO_RS15340,SSO_RS15340,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780411,SSO_RS15345,SSO_RS15345,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780412,SSO_RS15465,SSO_RS15465,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780413,SSO_RS15535,SSO_RS15535,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780414,SSO_RS15590,SSO_RS15590,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780415,SSO_RS15625,SSO_RS15625,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,25392515,SSO_RS15755,SSO_RS15755,SSO7607,-,-,-,DUF4322 domain-containing protein,protein-coding,-,-,-,DUF4322 domain-containing protein,20210417,-
273057,25392516,SSO_RS15760,SSO_RS15760,SSO7610,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
273057,25392517,SSO_RS15765,SSO_RS15765,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,25392518,SSO_RS15770,SSO_RS15770,SSO1614,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210313,-
273057,25392519,SSO_RS15775,SSO_RS15775,SSO1653,-,-,-,DEAD/DEAH box helicase,protein-coding,-,-,-,DEAD/DEAH box helicase,20210308,-
273057,25392524,SSO_RS15800,SSO_RS15800,SSO2842,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,25392527,SSO_RS15815,SSO_RS15815,-,-,-,-,DUF86 domain-containing protein,protein-coding,-,-,-,DUF86 domain-containing protein,20210424,-
273057,25392528,SSO_RS15820,SSO_RS15820,SSO11909,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,25392529,rnpB,SSO_RS15825,-,-,-,-,ncRNA,ncRNA,-,-,-,-,20210308,-
273057,34442615,SSO_RS15830,SSO_RS15830,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,34442616,SSO_RS15835,SSO_RS15835,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,34442618,SSO_RS15845,SSO_RS15845,SSO0132,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,34442619,SSO_RS15850,SSO_RS15850,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,34442620,SSO_RS15855,SSO_RS15855,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,34442621,SSO_RS15860,SSO_RS15860,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,34442623,SSO_RS15870,SSO_RS15870,SSO5336,-,-,-,50S ribosomal protein L40e,protein-coding,-,-,-,50S ribosomal protein L40e,20210308,-
273057,34442624,SSO_RS15875,SSO_RS15875,SSO5478,-,-,-,50S ribosomal protein L24e,protein-coding,-,-,-,50S ribosomal protein L24e,20210308,-
273057,34442626,SSO_RS15885,SSO_RS15885,SSO0262,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,34442627,SSO_RS15890,SSO_RS15890,SSO0288,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,34442629,SSO_RS15900,SSO_RS15900,-,-,-,-,TRASH domain-containing protein,protein-coding,-,-,-,TRASH domain-containing protein,20210417,-
273057,34442630,SSO_RS15905,SSO_RS15905,SSO5865,-,-,-,DNA-directed RNA polymerase subunit P,protein-coding,-,-,-,DNA-directed RNA polymerase subunit P,20210308,-
273057,34442631,SSO_RS15910,SSO_RS15910,-,-,-,-,N-acetyltransferase,protein-coding,-,-,-,N-acetyltransferase,20210417,-
273057,34442632,SSO_RS15915,SSO_RS15915,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,34442633,SSO_RS15920,SSO_RS15920,SSO0512,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,34442634,SSO_RS15925,SSO_RS15925,SSO0511,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,34442635,SSO_RS15930,SSO_RS15930,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,34442637,SSO_RS15940,SSO_RS15940,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,34442638,SSO_RS15945,SSO_RS15945,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,34442639,SSO_RS15950,SSO_RS15950,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,34442640,SSO_RS15955,SSO_RS15955,SSO0541,-,-,-,IS1-like element ISC1174 family transposase,protein-coding,-,-,-,IS1-like element ISC1174 family transposase,20210417,-
273057,34442641,SSO_RS15960,SSO_RS15960,-,-,-,-,DUF84 family protein,protein-coding,-,-,-,DUF84 family protein,20210424,-
273057,34442642,SSO_RS15965,SSO_RS15965,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,34442643,SSO_RS15970,SSO_RS15970,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,34442644,SSO_RS15975,SSO_RS15975,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,34442646,SSO_RS15985,SSO_RS15985,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,34442647,SSO_RS15990,SSO_RS15990,SSO0652,-,-,-,DUF309 domain-containing protein,protein-coding,-,-,-,DUF309 domain-containing protein,20210308,-
273057,34442648,SSO_RS15995,SSO_RS15995,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,34442649,SSO_RS16000,SSO_RS16000,SSO6453,-,-,-,50S ribosomal protein L37e,protein-coding,-,-,-,50S ribosomal protein L37e,20210308,-
273057,34442650,SSO_RS16005,SSO_RS16005,SSO6468,-,-,-,putative integrase,protein-coding,-,-,-,putative integrase,20210308,-
273057,34442651,SSO_RS16010,SSO_RS16010,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,34442656,SSO_RS16035,SSO_RS16035,SSO0829,-,-,-,FkbM family methyltransferase,protein-coding,-,-,-,FkbM family methyltransferase,20210308,-
273057,34442658,SSO_RS16045,SSO_RS16045,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,34442660,SSO_RS16055,SSO_RS16055,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,34442661,SSO_RS16060,SSO_RS16060,SSO0853,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,34442663,SSO_RS16070,SSO_RS16070,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,34442664,rpiA,SSO_RS16075,SSO0978,-,-,-,ribose 5-phosphate isomerase A,protein-coding,-,-,-,ribose 5-phosphate isomerase A,20210308,-
273057,34442665,SSO_RS16080,SSO_RS16080,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,34442671,SSO_RS16110,SSO_RS16110,SSO1180,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,34442672,SSO_RS16115,SSO_RS16115,SSO1196,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20210308,-
273057,34442674,SSO_RS16125,SSO_RS16125,SSO1203,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,34442675,SSO_RS16130,SSO_RS16130,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,34442676,SSO_RS16135,SSO_RS16135,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,34442677,SSO_RS16140,SSO_RS16140,SSO1286,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,34442678,SSO_RS16145,SSO_RS16145,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,34442679,SSO_RS16150,SSO_RS16150,SSO7675,-,-,-,transposase,protein-coding,-,-,-,transposase,20210308,-
273057,34442680,SSO_RS16155,SSO_RS16155,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
