#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
148305,3974703,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Magnaporthe grisea).,other,-,-,-,-,20190318,-
148305,41965050,PgNI_10168,PgNI_10168,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965051,PgNI_10169,PgNI_10169,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965052,PgNI_10170,PgNI_10170,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965053,PgNI_10171,PgNI_10171,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965054,PgNI_10172,PgNI_10172,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965055,PgNI_10173,PgNI_10173,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965056,PgNI_10174,PgNI_10174,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965057,PgNI_10175,PgNI_10175,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965058,PgNI_10176,PgNI_10176,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965059,PgNI_10177,PgNI_10177,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965060,PgNI_10178,PgNI_10178,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965061,PgNI_10179,PgNI_10179,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965062,PgNI_10180,PgNI_10180,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965063,PgNI_10181,PgNI_10181,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965064,PgNI_10182,PgNI_10182,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965065,PgNI_10183,PgNI_10183,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965066,PgNI_10184,PgNI_10184,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965067,PgNI_10185,PgNI_10185,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965068,PgNI_10186,PgNI_10186,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965069,PgNI_10187,PgNI_10187,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965070,PgNI_10188,PgNI_10188,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965071,PgNI_10189,PgNI_10189,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965072,PgNI_10190,PgNI_10190,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965073,PgNI_10191,PgNI_10191,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965074,PgNI_10192,PgNI_10192,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965075,PgNI_10193,PgNI_10193,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965076,PgNI_10194,PgNI_10194,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965077,PgNI_10195,PgNI_10195,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965078,PgNI_10196,PgNI_10196,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965079,PgNI_10197,PgNI_10197,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965080,PgNI_10198,PgNI_10198,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965081,PgNI_10199,PgNI_10199,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965082,PgNI_10200,PgNI_10200,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965083,PgNI_10201,PgNI_10201,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965084,PgNI_10202,PgNI_10202,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965085,PgNI_10203,PgNI_10203,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965086,PgNI_10204,PgNI_10204,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965087,PgNI_10205,PgNI_10205,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965088,PgNI_10206,PgNI_10206,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965089,PgNI_10207,PgNI_10207,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965090,PgNI_10208,PgNI_10208,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965091,PgNI_10209,PgNI_10209,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965092,PgNI_10210,PgNI_10210,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965093,PgNI_10211,PgNI_10211,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965094,PgNI_10212,PgNI_10212,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965095,PgNI_10213,PgNI_10213,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965096,PgNI_10214,PgNI_10214,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965097,PgNI_10215,PgNI_10215,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965098,PgNI_10216,PgNI_10216,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965099,PgNI_10217,PgNI_10217,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965100,PgNI_10218,PgNI_10218,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965101,PgNI_10219,PgNI_10219,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965102,PgNI_10220,PgNI_10220,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965103,PgNI_10221,PgNI_10221,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965104,PgNI_10222,PgNI_10222,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965105,PgNI_10223,PgNI_10223,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965106,PgNI_10224,PgNI_10224,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965107,PgNI_10225,PgNI_10225,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965108,PgNI_10226,PgNI_10226,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965109,PgNI_10227,PgNI_10227,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965110,PgNI_10228,PgNI_10228,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965111,PgNI_10229,PgNI_10229,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965112,PgNI_10230,PgNI_10230,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965113,PgNI_10231,PgNI_10231,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965114,PgNI_10232,PgNI_10232,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965115,PgNI_10233,PgNI_10233,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965116,PgNI_10234,PgNI_10234,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965117,PgNI_10235,PgNI_10235,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965118,PgNI_10236,PgNI_10236,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965119,PgNI_10237,PgNI_10237,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965120,PgNI_10238,PgNI_10238,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965121,PgNI_10239,PgNI_10239,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965122,PgNI_10240,PgNI_10240,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965123,PgNI_10241,PgNI_10241,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965124,PgNI_10242,PgNI_10242,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965125,PgNI_10243,PgNI_10243,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965126,PgNI_10244,PgNI_10244,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965127,PgNI_10245,PgNI_10245,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965128,PgNI_10246,PgNI_10246,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965129,PgNI_10247,PgNI_10247,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965130,PgNI_10248,PgNI_10248,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965131,PgNI_10249,PgNI_10249,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965132,PgNI_10250,PgNI_10250,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965133,PgNI_10251,PgNI_10251,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965134,PgNI_10252,PgNI_10252,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
148305,41965135,PgNI_10253,PgNI_10253,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965136,PgNI_10254,PgNI_10254,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965137,PgNI_10255,PgNI_10255,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965138,PgNI_10256,PgNI_10256,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965139,PgNI_10257,PgNI_10257,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965140,PgNI_10258,PgNI_10258,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965141,PgNI_10260,PgNI_10260,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965142,PgNI_10261,PgNI_10261,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965143,PgNI_10262,PgNI_10262,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965144,PgNI_10263,PgNI_10263,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965145,PgNI_10264,PgNI_10264,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965146,PgNI_10265,PgNI_10265,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965147,PgNI_10266,PgNI_10266,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965148,PgNI_10267,PgNI_10267,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965149,PgNI_10268,PgNI_10268,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965150,PgNI_10269,PgNI_10269,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965151,PgNI_10270,PgNI_10270,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965152,PgNI_10271,PgNI_10271,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965153,PgNI_10272,PgNI_10272,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965154,PgNI_10273,PgNI_10273,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965155,PgNI_10274,PgNI_10274,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965156,PgNI_10275,PgNI_10275,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965157,PgNI_10276,PgNI_10276,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965158,PgNI_10277,PgNI_10277,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965159,PgNI_10278,PgNI_10278,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965160,PgNI_10279,PgNI_10279,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965161,PgNI_10280,PgNI_10280,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965162,PgNI_10281,PgNI_10281,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965163,PgNI_10282,PgNI_10282,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965164,PgNI_10283,PgNI_10283,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965165,PgNI_10284,PgNI_10284,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965166,PgNI_10285,PgNI_10285,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965167,PgNI_10286,PgNI_10286,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965168,PgNI_10287,PgNI_10287,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965169,PgNI_10288,PgNI_10288,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965170,PgNI_10289,PgNI_10289,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965171,PgNI_10290,PgNI_10290,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965172,PgNI_10291,PgNI_10291,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965173,PgNI_10292,PgNI_10292,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965174,PgNI_10293,PgNI_10293,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965175,PgNI_10294,PgNI_10294,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965176,PgNI_10295,PgNI_10295,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965177,PgNI_10296,PgNI_10296,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965178,PgNI_10297,PgNI_10297,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965179,PgNI_10298,PgNI_10298,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965180,PgNI_10299,PgNI_10299,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965181,PgNI_10300,PgNI_10300,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965182,PgNI_10301,PgNI_10301,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965183,PgNI_10302,PgNI_10302,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965184,PgNI_10303,PgNI_10303,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965185,PgNI_10304,PgNI_10304,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965186,PgNI_10305,PgNI_10305,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965187,PgNI_10306,PgNI_10306,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965188,PgNI_10307,PgNI_10307,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965189,PgNI_10308,PgNI_10308,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965190,PgNI_10309,PgNI_10309,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965191,PgNI_10310,PgNI_10310,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965192,PgNI_10311,PgNI_10311,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965193,PgNI_10312,PgNI_10312,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965194,PgNI_10313,PgNI_10313,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965195,PgNI_10314,PgNI_10314,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965196,PgNI_10315,PgNI_10315,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965197,PgNI_10316,PgNI_10316,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965198,PgNI_10317,PgNI_10317,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965199,PgNI_10318,PgNI_10318,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965200,PgNI_10319,PgNI_10319,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965201,PgNI_10320,PgNI_10320,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965202,PgNI_10321,PgNI_10321,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965203,PgNI_10322,PgNI_10322,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965204,PgNI_10323,PgNI_10323,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965205,PgNI_10324,PgNI_10324,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965206,PgNI_10325,PgNI_10325,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965207,PgNI_10326,PgNI_10326,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965208,PgNI_10327,PgNI_10327,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965209,PgNI_10328,PgNI_10328,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965210,PgNI_10329,PgNI_10329,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
