#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1904413,64638734,DEU56DRAFT_10000,DEU56DRAFT_10000,-,-,Unknown,-,BET3 family protein,protein-coding,-,-,-,BET3 family protein,20210605,-
1904413,64650498,DEU56DRAFT_892567,DEU56DRAFT_892567,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650499,DEU56DRAFT_892578,DEU56DRAFT_892578,-,-,Unknown,-,Metallo-dependent phosphatase-like protein,protein-coding,-,-,-,Metallo-dependent phosphatase-like protein,20210605,-
1904413,64650500,DEU56DRAFT_892620,DEU56DRAFT_892620,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650501,DEU56DRAFT_892650,DEU56DRAFT_892650,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650502,DEU56DRAFT_892693,DEU56DRAFT_892693,-,-,Unknown,-,ESCRT-II complex vps25 subunit,protein-coding,-,-,-,ESCRT-II complex vps25 subunit,20210605,-
1904413,64650503,DEU56DRAFT_892704,DEU56DRAFT_892704,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210605,-
1904413,64650504,DEU56DRAFT_892735,DEU56DRAFT_892735,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210605,-
1904413,64650505,DEU56DRAFT_892785,DEU56DRAFT_892785,-,-,Unknown,-,histone-fold-containing protein,protein-coding,-,-,-,histone-fold-containing protein,20210605,-
1904413,64650506,DEU56DRAFT_892819,DEU56DRAFT_892819,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650507,DEU56DRAFT_892838,DEU56DRAFT_892838,-,-,Unknown,-,heterokaryon incompatibility protein-domain-containing protein,protein-coding,-,-,-,heterokaryon incompatibility protein-domain-containing protein,20210605,-
1904413,64650508,DEU56DRAFT_892845,DEU56DRAFT_892845,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650509,DEU56DRAFT_892882,DEU56DRAFT_892882,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650510,DEU56DRAFT_892883,DEU56DRAFT_892883,-,-,Unknown,-,MoaB/Mog domain-containing protein,protein-coding,-,-,-,MoaB/Mog domain-containing protein,20210605,-
1904413,64650511,DEU56DRAFT_892935,DEU56DRAFT_892935,-,-,Unknown,-,atromentin synthetase,protein-coding,-,-,-,atromentin synthetase,20210605,-
1904413,64650512,DEU56DRAFT_892969,DEU56DRAFT_892969,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650513,DEU56DRAFT_892985,DEU56DRAFT_892985,-,-,Unknown,-,transcriptional repressor TCF25-domain-containing protein,protein-coding,-,-,-,transcriptional repressor TCF25-domain-containing protein,20210605,-
1904413,64650514,DEU56DRAFT_893020,DEU56DRAFT_893020,-,-,Unknown,-,ubiquitin-conjugating enzyme/RWD-like protein,protein-coding,-,-,-,ubiquitin-conjugating enzyme/RWD-like protein,20210605,-
1904413,64650515,DEU56DRAFT_893029,DEU56DRAFT_893029,-,-,Unknown,-,clathrin coat assembly protein ap17,protein-coding,-,-,-,clathrin coat assembly protein ap17,20210605,-
1904413,64650516,DEU56DRAFT_893061,DEU56DRAFT_893061,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650517,DEU56DRAFT_893067,DEU56DRAFT_893067,-,-,Unknown,-,glycoside hydrolase family 71 protein,protein-coding,-,-,-,glycoside hydrolase family 71 protein,20210605,-
1904413,64650518,DEU56DRAFT_893127,DEU56DRAFT_893127,-,-,Unknown,-,"permease for cytosine/purines, uracil, thiamine, allantoin-domain-containing protein",protein-coding,-,-,-,"permease for cytosine/purines, uracil, thiamine, allantoin-domain-containing protein",20210605,-
1904413,64650519,DEU56DRAFT_893177,DEU56DRAFT_893177,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650520,DEU56DRAFT_893188,DEU56DRAFT_893188,-,-,Unknown,-,membrane bound O-acyl transferase family-domain-containing protein,protein-coding,-,-,-,membrane bound O-acyl transferase family-domain-containing protein,20210605,-
1904413,64650521,DEU56DRAFT_893236,DEU56DRAFT_893236,-,-,Unknown,-,GTP-binding protein,protein-coding,-,-,-,GTP-binding protein,20210605,-
1904413,64650522,DEU56DRAFT_893246,DEU56DRAFT_893246,-,-,Unknown,-,ABC transporter transmembrane region 2-domain-containing protein,protein-coding,-,-,-,ABC transporter transmembrane region 2-domain-containing protein,20210605,-
1904413,64650523,DEU56DRAFT_893292,DEU56DRAFT_893292,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650524,DEU56DRAFT_893348,DEU56DRAFT_893348,-,-,Unknown,-,Metallo-dependent phosphatase-like protein,protein-coding,-,-,-,Metallo-dependent phosphatase-like protein,20210605,-
1904413,64650525,DEU56DRAFT_893391,DEU56DRAFT_893391,-,-,Unknown,-,ribosomal protein L37ae,protein-coding,-,-,-,ribosomal protein L37ae,20210605,-
1904413,64650526,DEU56DRAFT_893401,DEU56DRAFT_893401,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650527,DEU56DRAFT_893483,DEU56DRAFT_893483,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650528,DEU56DRAFT_893493,DEU56DRAFT_893493,-,-,Unknown,-,proline-specific peptidase,protein-coding,-,-,-,proline-specific peptidase,20210605,-
1904413,64650529,DEU56DRAFT_893538,DEU56DRAFT_893538,-,-,Unknown,-,PXA domain-containing protein,protein-coding,-,-,-,PXA domain-containing protein,20210605,-
1904413,64650530,DEU56DRAFT_893598,DEU56DRAFT_893598,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650531,DEU56DRAFT_893632,DEU56DRAFT_893632,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650532,DEU56DRAFT_893685,DEU56DRAFT_893685,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650533,DEU56DRAFT_893738,DEU56DRAFT_893738,-,-,Unknown,-,pseudouridine synthase,protein-coding,-,-,-,pseudouridine synthase,20210605,-
1904413,64650534,DEU56DRAFT_893793,DEU56DRAFT_893793,-,-,Unknown,-,CHAT domain-containing protein,protein-coding,-,-,-,CHAT domain-containing protein,20210605,-
1904413,64650535,DEU56DRAFT_893815,DEU56DRAFT_893815,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650536,DEU56DRAFT_893830,DEU56DRAFT_893830,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650537,DEU56DRAFT_893843,DEU56DRAFT_893843,-,-,Unknown,-,lysophospholipase catalytic domain-containing protein,protein-coding,-,-,-,lysophospholipase catalytic domain-containing protein,20210605,-
1904413,64650538,DEU56DRAFT_894077,DEU56DRAFT_894077,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650539,DEU56DRAFT_894105,DEU56DRAFT_894105,-,-,Unknown,-,CHAT domain-containing protein,protein-coding,-,-,-,CHAT domain-containing protein,20210605,-
1904413,64650540,DEU56DRAFT_894140,DEU56DRAFT_894140,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210605,-
1904413,64650541,DEU56DRAFT_894278,DEU56DRAFT_894278,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650542,DEU56DRAFT_89430,DEU56DRAFT_89430,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650543,DEU56DRAFT_894535,DEU56DRAFT_894535,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210605,-
1904413,64650544,DEU56DRAFT_89454,DEU56DRAFT_89454,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650545,DEU56DRAFT_894574,DEU56DRAFT_894574,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650546,DEU56DRAFT_894628,DEU56DRAFT_894628,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650547,DEU56DRAFT_894636,DEU56DRAFT_894636,-,-,Unknown,-,stretch-activated cation channel Mid1,protein-coding,-,-,-,stretch-activated cation channel Mid1,20210605,-
1904413,64650548,DEU56DRAFT_89470,DEU56DRAFT_89470,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650549,DEU56DRAFT_894806,DEU56DRAFT_894806,-,-,Unknown,-,CoA-transferase family III domain-containing protein,protein-coding,-,-,-,CoA-transferase family III domain-containing protein,20210605,-
1904413,64650550,DEU56DRAFT_89483,DEU56DRAFT_89483,-,-,Unknown,-,phosphoribosylglycinamide formyltransferase,protein-coding,-,-,-,phosphoribosylglycinamide formyltransferase,20210605,-
1904413,64650551,DEU56DRAFT_894853,DEU56DRAFT_894853,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650552,DEU56DRAFT_894887,DEU56DRAFT_894887,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650553,DEU56DRAFT_894958,DEU56DRAFT_894958,-,-,Unknown,-,"putative casein kinase 1, delta",protein-coding,-,-,-,"putative casein kinase 1, delta",20210605,-
1904413,64650554,DEU56DRAFT_894993,DEU56DRAFT_894993,-,-,Unknown,-,sterol-sensing domain of SREBP cleavage-activation-domain-containing protein,protein-coding,-,-,-,sterol-sensing domain of SREBP cleavage-activation-domain-containing protein,20210605,-
1904413,64650555,DEU56DRAFT_895039,DEU56DRAFT_895039,-,-,Unknown,-,Dbl homology domain-containing protein,protein-coding,-,-,-,Dbl homology domain-containing protein,20210605,-
1904413,64650556,DEU56DRAFT_895072,DEU56DRAFT_895072,-,-,Unknown,-,glycoside hydrolase family 79 protein,protein-coding,-,-,-,glycoside hydrolase family 79 protein,20210605,-
1904413,64650557,DEU56DRAFT_89508,DEU56DRAFT_89508,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650558,DEU56DRAFT_895197,DEU56DRAFT_895197,-,-,Unknown,-,glycoside hydrolase family 18 protein,protein-coding,-,-,-,glycoside hydrolase family 18 protein,20210605,-
1904413,64650559,DEU56DRAFT_895243,DEU56DRAFT_895243,-,-,Unknown,-,CHAT domain-containing protein,protein-coding,-,-,-,CHAT domain-containing protein,20210605,-
1904413,64650560,DEU56DRAFT_895249,DEU56DRAFT_895249,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650561,DEU56DRAFT_895339,DEU56DRAFT_895339,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650562,DEU56DRAFT_895368,DEU56DRAFT_895368,-,-,Unknown,-,translation initiation factor eIF-3b,protein-coding,-,-,-,translation initiation factor eIF-3b,20210605,-
1904413,64650563,DEU56DRAFT_895377,DEU56DRAFT_895377,-,-,Unknown,-,Spb1 C-terminal domain-containing protein,protein-coding,-,-,-,Spb1 C-terminal domain-containing protein,20210605,-
1904413,64650564,DEU56DRAFT_895429,DEU56DRAFT_895429,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650565,DEU56DRAFT_895496,DEU56DRAFT_895496,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650566,DEU56DRAFT_895539,DEU56DRAFT_895539,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650567,DEU56DRAFT_895553,DEU56DRAFT_895553,-,-,Unknown,-,phosphatase 2C-like domain-containing protein,protein-coding,-,-,-,phosphatase 2C-like domain-containing protein,20210605,-
1904413,64650568,DEU56DRAFT_895571,DEU56DRAFT_895571,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650569,DEU56DRAFT_895574,DEU56DRAFT_895574,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210605,-
1904413,64650570,DEU56DRAFT_895610,DEU56DRAFT_895610,-,-,Unknown,-,"Metalloenzyme, LuxS/M16 peptidase-like protein",protein-coding,-,-,-,"Metalloenzyme, LuxS/M16 peptidase-like protein",20210605,-
1904413,64650571,DEU56DRAFT_895637,DEU56DRAFT_895637,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650572,DEU56DRAFT_895639,DEU56DRAFT_895639,-,-,Unknown,-,"casein kinase 1, alpha 1",protein-coding,-,-,-,"casein kinase 1, alpha 1",20210605,-
1904413,64650573,DEU56DRAFT_895661,DEU56DRAFT_895661,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650574,DEU56DRAFT_895673,DEU56DRAFT_895673,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650575,DEU56DRAFT_895694,DEU56DRAFT_895694,-,-,Unknown,-,carboxypeptidase D,protein-coding,-,-,-,carboxypeptidase D,20210605,-
1904413,64650576,DEU56DRAFT_895700,DEU56DRAFT_895700,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650577,DEU56DRAFT_895704,DEU56DRAFT_895704,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650578,DEU56DRAFT_895718,DEU56DRAFT_895718,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650579,DEU56DRAFT_895759,DEU56DRAFT_895759,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650580,DEU56DRAFT_895791,DEU56DRAFT_895791,-,-,Unknown,-,coatomer WD associated region-domain-containing protein,protein-coding,-,-,-,coatomer WD associated region-domain-containing protein,20210605,-
1904413,64650581,DEU56DRAFT_895829,DEU56DRAFT_895829,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650582,DEU56DRAFT_895858,DEU56DRAFT_895858,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650583,DEU56DRAFT_895871,DEU56DRAFT_895871,-,-,Unknown,-,TPR-like protein,protein-coding,-,-,-,TPR-like protein,20210605,-
1904413,64650584,DEU56DRAFT_895893,DEU56DRAFT_895893,-,-,Unknown,-,CHAT domain-containing protein,protein-coding,-,-,-,CHAT domain-containing protein,20210605,-
1904413,64650585,DEU56DRAFT_895928,DEU56DRAFT_895928,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650586,DEU56DRAFT_895932,DEU56DRAFT_895932,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650587,DEU56DRAFT_896009,DEU56DRAFT_896009,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650588,DEU56DRAFT_896148,DEU56DRAFT_896148,-,-,Unknown,-,mitochondrial carrier domain-containing protein,protein-coding,-,-,-,mitochondrial carrier domain-containing protein,20210605,-
1904413,64650589,DEU56DRAFT_896151,DEU56DRAFT_896151,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650590,DEU56DRAFT_896191,DEU56DRAFT_896191,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650591,DEU56DRAFT_896198,DEU56DRAFT_896198,-,-,Unknown,-,acid protease,protein-coding,-,-,-,acid protease,20210605,-
1904413,64650592,DEU56DRAFT_896244,DEU56DRAFT_896244,-,-,Unknown,-,60S ribosomal protein L44,protein-coding,-,-,-,60S ribosomal protein L44,20210529,-
1904413,64650593,DEU56DRAFT_896271,DEU56DRAFT_896271,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650594,DEU56DRAFT_896287,DEU56DRAFT_896287,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650595,DEU56DRAFT_896330,DEU56DRAFT_896330,-,-,Unknown,-,casein kinase I,protein-coding,-,-,-,casein kinase I,20210605,-
1904413,64650596,DEU56DRAFT_896369,DEU56DRAFT_896369,-,-,Unknown,-,NYN domain-containing protein,protein-coding,-,-,-,NYN domain-containing protein,20210605,-
1904413,64650597,DEU56DRAFT_896372,DEU56DRAFT_896372,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20210605,-
1904413,64650598,DEU56DRAFT_896455,DEU56DRAFT_896455,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650599,DEU56DRAFT_896459,DEU56DRAFT_896459,-,-,Unknown,-,Alpha/Beta hydrolase protein,protein-coding,-,-,-,Alpha/Beta hydrolase protein,20210605,-
1904413,64650600,DEU56DRAFT_896480,DEU56DRAFT_896480,-,-,Unknown,-,Gti1/Pac2 family-domain-containing protein,protein-coding,-,-,-,Gti1/Pac2 family-domain-containing protein,20210605,-
1904413,64650601,DEU56DRAFT_896517,DEU56DRAFT_896517,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650602,DEU56DRAFT_896527,DEU56DRAFT_896527,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650603,DEU56DRAFT_896569,DEU56DRAFT_896569,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650604,DEU56DRAFT_896591,DEU56DRAFT_896591,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650605,DEU56DRAFT_896672,DEU56DRAFT_896672,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650606,DEU56DRAFT_896675,DEU56DRAFT_896675,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650607,DEU56DRAFT_896717,DEU56DRAFT_896717,-,-,Unknown,-,class II aldolase/adducin domain-containing protein,protein-coding,-,-,-,class II aldolase/adducin domain-containing protein,20210605,-
1904413,64650608,DEU56DRAFT_896720,DEU56DRAFT_896720,-,-,Unknown,-,amino acid/polyamine transporter I,protein-coding,-,-,-,amino acid/polyamine transporter I,20210605,-
1904413,64650609,DEU56DRAFT_896768,DEU56DRAFT_896768,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650610,DEU56DRAFT_896793,DEU56DRAFT_896793,-,-,Unknown,-,dicarboxylic amino acid permease,protein-coding,-,-,-,dicarboxylic amino acid permease,20210605,-
1904413,64650611,DEU56DRAFT_896932,DEU56DRAFT_896932,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650612,DEU56DRAFT_896934,DEU56DRAFT_896934,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650613,DEU56DRAFT_897083,DEU56DRAFT_897083,-,-,Unknown,-,putative transmembrane protein,protein-coding,-,-,-,putative transmembrane protein,20210605,-
1904413,64650614,DEU56DRAFT_897088,DEU56DRAFT_897088,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650615,DEU56DRAFT_897090,DEU56DRAFT_897090,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650616,DEU56DRAFT_897127,DEU56DRAFT_897127,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650617,DEU56DRAFT_897264,DEU56DRAFT_897264,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650618,DEU56DRAFT_897307,DEU56DRAFT_897307,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650619,DEU56DRAFT_897322,DEU56DRAFT_897322,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64650620,DEU56DRAFT_897328,DEU56DRAFT_897328,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64650621,DEU56DRAFT_897433,DEU56DRAFT_897433,-,-,Unknown,-,SET domain protein,protein-coding,-,-,-,SET domain protein,20210605,-
1904413,64650622,DEU56DRAFT_897461,DEU56DRAFT_897461,-,-,Unknown,-,nuclear matrix protein NMP200,protein-coding,-,-,-,nuclear matrix protein NMP200,20210605,-
