#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
498019,29139794,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Candida auris).,other,-,-,-,-,20210327,-
498019,40030429,CJI97_005284,CJI97_005284,-,-,Unknown,-,pyruvate carboxylase,protein-coding,-,-,-,pyruvate carboxylase,20210309,-
498019,40030430,CJI97_005285,CJI97_005285,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030431,CJI97_005286,CJI97_005286,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030432,CJI97_005287,CJI97_005287,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030433,CJI97_005288,CJI97_005288,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030434,CJI97_005289,CJI97_005289,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030435,CJI97_005290,CJI97_005290,-,-,Unknown,-,"pyruvate dehydrogenase E1 component subunit beta, mitochondrial",protein-coding,-,-,-,"pyruvate dehydrogenase E1 component subunit beta, mitochondrial",20210309,-
498019,40030436,CJI97_005291,CJI97_005291,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40030437,CJI97_005292,CJI97_005292,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030438,CJI97_005293,CJI97_005293,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030439,CJI97_005294,CJI97_005294,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030440,CJI97_005295,CJI97_005295,-,-,Unknown,-,myosin-1,protein-coding,-,-,-,myosin-1,20210309,-
498019,40030441,CJI97_005296,CJI97_005296,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030442,CJI97_005297,CJI97_005297,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030443,CJI97_005298,CJI97_005298,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030444,CJI97_005299,CJI97_005299,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030445,CJI97_005300,CJI97_005300,-,-,Unknown,-,aminodeoxychorismate synthase,protein-coding,-,-,-,aminodeoxychorismate synthase,20210309,-
498019,40030446,CJI97_005301,CJI97_005301,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030447,CJI97_005302,CJI97_005302,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030448,CJI97_005303,CJI97_005303,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030449,CJI97_005304,CJI97_005304,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030450,CJI97_005305,CJI97_005305,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030451,CJI97_005306,CJI97_005306,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030452,CJI97_005307,CJI97_005307,-,-,Unknown,-,"serine hydroxymethyltransferase, cytosolic",protein-coding,-,-,-,"serine hydroxymethyltransferase, cytosolic",20210309,-
498019,40030453,CJI97_005308,CJI97_005308,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030454,CJI97_005309,CJI97_005309,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030455,CJI97_005310,CJI97_005310,-,-,Unknown,-,transaldolase,protein-coding,-,-,-,transaldolase,20210309,-
498019,40030456,CJI97_005311,CJI97_005311,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030457,CJI97_005312,CJI97_005312,-,-,Unknown,-,60S ribosomal protein L20-A,protein-coding,-,-,-,60S ribosomal protein L20-A,20210309,-
498019,40030458,CJI97_005313,CJI97_005313,-,-,Unknown,-,carbamoyl-phosphate synthase arginine-specific small chain,protein-coding,-,-,-,carbamoyl-phosphate synthase arginine-specific small chain,20210309,-
498019,40030459,CJI97_005314,CJI97_005314,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030460,CJI97_005315,CJI97_005315,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030461,CJI97_005316,CJI97_005316,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030462,CJI97_005317,CJI97_005317,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030463,CJI97_005318,CJI97_005318,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030464,CJI97_005319,CJI97_005319,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030465,CJI97_005320,CJI97_005320,-,-,Unknown,-,5'/3'-nucleotidase SurE,protein-coding,-,-,-,5'/3'-nucleotidase SurE,20210309,-
498019,40030466,CJI97_005321,CJI97_005321,-,-,Unknown,-,fructose-bisphosphate aldolase,protein-coding,-,-,-,fructose-bisphosphate aldolase,20210309,-
498019,40030467,CJI97_005322,CJI97_005322,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030468,CJI97_005323,CJI97_005323,-,-,Unknown,-,proliferating cell nuclear antigen (pcna),protein-coding,-,-,-,proliferating cell nuclear antigen (pcna),20210309,-
498019,40030469,CJI97_005324,CJI97_005324,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030470,CJI97_005325,CJI97_005325,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030471,CJI97_005326,CJI97_005326,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030472,CJI97_005327,CJI97_005327,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030473,CJI97_005328,CJI97_005328,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030474,CJI97_005329,CJI97_005329,-,-,Unknown,-,ATP phosphoribosyltransferase,protein-coding,-,-,-,ATP phosphoribosyltransferase,20210424,-
498019,40030475,CJI97_005330,CJI97_005330,-,-,Unknown,-,"di-trans,poly-cis-decaprenylcistransferase",protein-coding,-,-,-,"di-trans,poly-cis-decaprenylcistransferase",20210424,-
498019,40030476,CJI97_005331,CJI97_005331,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030477,CJI97_005332,CJI97_005332,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030478,CJI97_005333,CJI97_005333,-,-,Unknown,-,ribosomal RNA small subunit methyltransferase NEP1,protein-coding,-,-,-,ribosomal RNA small subunit methyltransferase NEP1,20210309,-
498019,40030479,CJI97_005334,CJI97_005334,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030480,CJI97_005335,CJI97_005335,-,-,Unknown,-,60S ribosomal protein L37-B,protein-coding,-,-,-,60S ribosomal protein L37-B,20210309,-
498019,40030481,CJI97_005336,CJI97_005336,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40030482,CJI97_005337,CJI97_005337,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030483,CJI97_005338,CJI97_005338,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030484,CJI97_005339,CJI97_005339,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030485,CJI97_005340,CJI97_005340,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030486,CJI97_005341,CJI97_005341,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030487,CJI97_005342,CJI97_005342,-,-,Unknown,-,ubiquitin-like protein SMT3,protein-coding,-,-,-,ubiquitin-like protein SMT3,20210309,-
498019,40030488,CJI97_005343,CJI97_005343,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030489,CJI97_005344,CJI97_005344,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030490,CJI97_005345,CJI97_005345,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030491,CJI97_005346,CJI97_005346,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030492,CJI97_005347,CJI97_005347,-,-,Unknown,-,guanine deaminase,protein-coding,-,-,-,guanine deaminase,20210309,-
498019,40030493,CJI97_005348,CJI97_005348,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030494,CJI97_005349,CJI97_005349,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030495,CJI97_005350,CJI97_005350,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030496,CJI97_005351,CJI97_005351,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030497,CJI97_005352,CJI97_005352,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030498,CJI97_005353,CJI97_005353,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030499,CJI97_005354,CJI97_005354,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030500,CJI97_005355,CJI97_005355,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40030501,CJI97_005356,CJI97_005356,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030502,CJI97_005357,CJI97_005357,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030503,CJI97_005358,CJI97_005358,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030504,CJI97_005359,CJI97_005359,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40030505,CJI97_005360,CJI97_005360,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40030506,CJI97_005361,CJI97_005361,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030507,CJI97_005362,CJI97_005362,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030508,CJI97_005363,CJI97_005363,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40030509,CJI97_005364,CJI97_005364,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030510,CJI97_005365,CJI97_005365,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030511,CJI97_005366,CJI97_005366,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030512,CJI97_005367,CJI97_005367,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40030513,CJI97_005368,CJI97_005368,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030514,CJI97_005369,CJI97_005369,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030515,CJI97_005370,CJI97_005370,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40030516,CJI97_005371,CJI97_005371,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030517,CJI97_005372,CJI97_005372,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030518,CJI97_005373,CJI97_005373,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030519,CJI97_005374,CJI97_005374,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40030520,CJI97_005375,CJI97_005375,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030521,CJI97_005376,CJI97_005376,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030522,CJI97_005377,CJI97_005377,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030523,CJI97_005378,CJI97_005378,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030524,CJI97_005379,CJI97_005379,-,-,Unknown,-,CDP-diacylglycerol-serine O-phosphatidyltransferase,protein-coding,-,-,-,CDP-diacylglycerol-serine O-phosphatidyltransferase,20210309,-
498019,40030525,CJI97_005380,CJI97_005380,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030526,CJI97_005381,CJI97_005381,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030527,CJI97_005382,CJI97_005382,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030528,CJI97_005383,CJI97_005383,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030529,CJI97_005384,CJI97_005384,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030530,CJI97_005385,CJI97_005385,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030531,CJI97_005386,CJI97_005386,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030532,CJI97_005387,CJI97_005387,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40030533,CJI97_005388,CJI97_005388,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030534,CJI97_005389,CJI97_005389,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030535,CJI97_005390,CJI97_005390,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030536,CJI97_005391,CJI97_005391,-,-,Unknown,-,phosphoadenosine phosphosulfate reductase,protein-coding,-,-,-,phosphoadenosine phosphosulfate reductase,20210309,-
498019,40030537,CJI97_005392,CJI97_005392,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030538,CJI97_005393,CJI97_005393,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030539,CJI97_005394,CJI97_005394,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030540,CJI97_005395,CJI97_005395,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030541,CJI97_005396,CJI97_005396,-,-,Unknown,-,ribosomal protein S6,protein-coding,-,-,-,ribosomal protein S6,20210309,-
498019,40030542,CJI97_005397,CJI97_005397,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030543,CJI97_005398,CJI97_005398,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030544,CJI97_005399,CJI97_005399,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030545,CJI97_005400,CJI97_005400,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40030546,CJI97_005401,CJI97_005401,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030547,CJI97_005402,CJI97_005402,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40030548,CJI97_005403,CJI97_005403,-,-,Unknown,-,nicotinate (nicotinamide) nucleotide adenylyltransferase,protein-coding,-,-,-,nicotinate (nicotinamide) nucleotide adenylyltransferase,20210309,-
498019,40030549,CJI97_005404,CJI97_005404,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030550,CJI97_005405,CJI97_005405,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030551,CJI97_005406,CJI97_005406,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030552,CJI97_005407,CJI97_005407,-,-,Unknown,-,40S ribosomal protein S0,protein-coding,-,-,-,40S ribosomal protein S0,20210309,-
498019,40030553,CJI97_005408,CJI97_005408,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030554,CJI97_005409,CJI97_005409,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030555,CJI97_005410,CJI97_005410,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40030556,CJI97_005411,CJI97_005411,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40030557,CJI97_005412,CJI97_005412,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030558,CJI97_005413,CJI97_005413,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030559,CJI97_005414,CJI97_005414,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40030560,CJI97_005415,CJI97_005415,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030561,CJI97_005416,CJI97_005416,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030562,CJI97_005417,CJI97_005417,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030563,CJI97_005418,CJI97_005418,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030564,CJI97_005419,CJI97_005419,-,-,Unknown,-,60S ribosomal protein L12-A,protein-coding,-,-,-,60S ribosomal protein L12-A,20210309,-
