#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
578459,28972427,RHOBADRAFT_10053,RHOBADRAFT_10053,-,-,Unknown,-,60S ribosomal protein L12,protein-coding,-,-,-,60S ribosomal protein L12,20200205,-
578459,28978564,RHOBADRAFT_55987,RHOBADRAFT_55987,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978565,RHOBADRAFT_55988,RHOBADRAFT_55988,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978566,RHOBADRAFT_55989,RHOBADRAFT_55989,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978567,RHOBADRAFT_55991,RHOBADRAFT_55991,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978568,RHOBADRAFT_55992,RHOBADRAFT_55992,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978569,RHOBADRAFT_55994,RHOBADRAFT_55994,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978570,RHOBADRAFT_55995,RHOBADRAFT_55995,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978571,RHOBADRAFT_55996,RHOBADRAFT_55996,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978572,RHOBADRAFT_55998,RHOBADRAFT_55998,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978573,RHOBADRAFT_56000,RHOBADRAFT_56000,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978574,RHOBADRAFT_56001,RHOBADRAFT_56001,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978575,RHOBADRAFT_56002,RHOBADRAFT_56002,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978576,RHOBADRAFT_56003,RHOBADRAFT_56003,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978577,RHOBADRAFT_56004,RHOBADRAFT_56004,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978578,RHOBADRAFT_56005,RHOBADRAFT_56005,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978579,RHOBADRAFT_56007,RHOBADRAFT_56007,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978580,RHOBADRAFT_56008,RHOBADRAFT_56008,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978581,RHOBADRAFT_56009,RHOBADRAFT_56009,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978582,RHOBADRAFT_56013,RHOBADRAFT_56013,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978583,RHOBADRAFT_56014,RHOBADRAFT_56014,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978584,RHOBADRAFT_56015,RHOBADRAFT_56015,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978585,RHOBADRAFT_56018,RHOBADRAFT_56018,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978586,RHOBADRAFT_56019,RHOBADRAFT_56019,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978587,RHOBADRAFT_56021,RHOBADRAFT_56021,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978588,RHOBADRAFT_56024,RHOBADRAFT_56024,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978589,RHOBADRAFT_56025,RHOBADRAFT_56025,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978590,RHOBADRAFT_56026,RHOBADRAFT_56026,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978591,RHOBADRAFT_56027,RHOBADRAFT_56027,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978592,RHOBADRAFT_56028,RHOBADRAFT_56028,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978593,RHOBADRAFT_56029,RHOBADRAFT_56029,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978594,RHOBADRAFT_56030,RHOBADRAFT_56030,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978595,RHOBADRAFT_56031,RHOBADRAFT_56031,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978596,RHOBADRAFT_56035,RHOBADRAFT_56035,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978597,RHOBADRAFT_56037,RHOBADRAFT_56037,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978598,RHOBADRAFT_56043,RHOBADRAFT_56043,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978599,RHOBADRAFT_56044,RHOBADRAFT_56044,-,-,Unknown,-,glycosyltransferase family 8 protein,protein-coding,-,-,-,glycosyltransferase family 8 protein,20200205,-
578459,28978600,RHOBADRAFT_56045,RHOBADRAFT_56045,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978601,RHOBADRAFT_56048,RHOBADRAFT_56048,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978602,RHOBADRAFT_56049,RHOBADRAFT_56049,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978603,RHOBADRAFT_56051,RHOBADRAFT_56051,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978604,RHOBADRAFT_56053,RHOBADRAFT_56053,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978605,RHOBADRAFT_56054,RHOBADRAFT_56054,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978606,RHOBADRAFT_56055,RHOBADRAFT_56055,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978607,RHOBADRAFT_56056,RHOBADRAFT_56056,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978608,RHOBADRAFT_56058,RHOBADRAFT_56058,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978609,RHOBADRAFT_56059,RHOBADRAFT_56059,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978610,RHOBADRAFT_56060,RHOBADRAFT_56060,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978611,RHOBADRAFT_56061,RHOBADRAFT_56061,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978612,RHOBADRAFT_56063,RHOBADRAFT_56063,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978613,RHOBADRAFT_56069,RHOBADRAFT_56069,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978614,RHOBADRAFT_56070,RHOBADRAFT_56070,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978615,RHOBADRAFT_56071,RHOBADRAFT_56071,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978616,RHOBADRAFT_56075,RHOBADRAFT_56075,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978617,RHOBADRAFT_56076,RHOBADRAFT_56076,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978618,RHOBADRAFT_56077,RHOBADRAFT_56077,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978619,RHOBADRAFT_56078,RHOBADRAFT_56078,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978620,RHOBADRAFT_56081,RHOBADRAFT_56081,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978621,RHOBADRAFT_56083,RHOBADRAFT_56083,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978622,RHOBADRAFT_56084,RHOBADRAFT_56084,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978623,RHOBADRAFT_56085,RHOBADRAFT_56085,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978624,RHOBADRAFT_56087,RHOBADRAFT_56087,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978625,RHOBADRAFT_56088,RHOBADRAFT_56088,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978626,RHOBADRAFT_56089,RHOBADRAFT_56089,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978627,RHOBADRAFT_56090,RHOBADRAFT_56090,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978628,RHOBADRAFT_56091,RHOBADRAFT_56091,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978629,RHOBADRAFT_56092,RHOBADRAFT_56092,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978630,RHOBADRAFT_56093,RHOBADRAFT_56093,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978631,RHOBADRAFT_56099,RHOBADRAFT_56099,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978632,RHOBADRAFT_56100,RHOBADRAFT_56100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978633,RHOBADRAFT_56101,RHOBADRAFT_56101,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978634,RHOBADRAFT_56102,RHOBADRAFT_56102,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978635,RHOBADRAFT_56103,RHOBADRAFT_56103,-,-,Unknown,-,carbohydrate esterase family 5 protein,protein-coding,-,-,-,carbohydrate esterase family 5 protein,20200205,-
578459,28978636,RHOBADRAFT_56104,RHOBADRAFT_56104,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978637,RHOBADRAFT_56109,RHOBADRAFT_56109,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978638,RHOBADRAFT_56111,RHOBADRAFT_56111,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978639,RHOBADRAFT_56112,RHOBADRAFT_56112,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978640,RHOBADRAFT_56113,RHOBADRAFT_56113,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978641,RHOBADRAFT_56114,RHOBADRAFT_56114,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978642,RHOBADRAFT_56115,RHOBADRAFT_56115,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978643,RHOBADRAFT_56118,RHOBADRAFT_56118,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978644,RHOBADRAFT_56119,RHOBADRAFT_56119,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978645,RHOBADRAFT_56120,RHOBADRAFT_56120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978646,RHOBADRAFT_56121,RHOBADRAFT_56121,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978647,RHOBADRAFT_56122,RHOBADRAFT_56122,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978648,RHOBADRAFT_56125,RHOBADRAFT_56125,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978649,RHOBADRAFT_56127,RHOBADRAFT_56127,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978650,RHOBADRAFT_56128,RHOBADRAFT_56128,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978651,RHOBADRAFT_56132,RHOBADRAFT_56132,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978652,RHOBADRAFT_56134,RHOBADRAFT_56134,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978653,RHOBADRAFT_56135,RHOBADRAFT_56135,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978654,RHOBADRAFT_56138,RHOBADRAFT_56138,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978655,RHOBADRAFT_56140,RHOBADRAFT_56140,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978656,RHOBADRAFT_56141,RHOBADRAFT_56141,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978657,RHOBADRAFT_56142,RHOBADRAFT_56142,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978658,RHOBADRAFT_56143,RHOBADRAFT_56143,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978659,RHOBADRAFT_56144,RHOBADRAFT_56144,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978660,RHOBADRAFT_56145,RHOBADRAFT_56145,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978661,RHOBADRAFT_56146,RHOBADRAFT_56146,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978662,RHOBADRAFT_56147,RHOBADRAFT_56147,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978663,RHOBADRAFT_56149,RHOBADRAFT_56149,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978664,RHOBADRAFT_56151,RHOBADRAFT_56151,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978665,RHOBADRAFT_56152,RHOBADRAFT_56152,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978666,RHOBADRAFT_56155,RHOBADRAFT_56155,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978667,RHOBADRAFT_56156,RHOBADRAFT_56156,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978668,RHOBADRAFT_56157,RHOBADRAFT_56157,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978669,RHOBADRAFT_56159,RHOBADRAFT_56159,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978670,RHOBADRAFT_56162,RHOBADRAFT_56162,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978671,RHOBADRAFT_56163,RHOBADRAFT_56163,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978672,RHOBADRAFT_56170,RHOBADRAFT_56170,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978673,RHOBADRAFT_56171,RHOBADRAFT_56171,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978674,RHOBADRAFT_56172,RHOBADRAFT_56172,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978675,RHOBADRAFT_56173,RHOBADRAFT_56173,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978676,RHOBADRAFT_56174,RHOBADRAFT_56174,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978677,RHOBADRAFT_56176,RHOBADRAFT_56176,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978678,RHOBADRAFT_56178,RHOBADRAFT_56178,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978679,RHOBADRAFT_56180,RHOBADRAFT_56180,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978680,RHOBADRAFT_56181,RHOBADRAFT_56181,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978681,RHOBADRAFT_56182,RHOBADRAFT_56182,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978682,RHOBADRAFT_56187,RHOBADRAFT_56187,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978683,RHOBADRAFT_56190,RHOBADRAFT_56190,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978684,RHOBADRAFT_56193,RHOBADRAFT_56193,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978685,RHOBADRAFT_56198,RHOBADRAFT_56198,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978686,RHOBADRAFT_56201,RHOBADRAFT_56201,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978687,RHOBADRAFT_56202,RHOBADRAFT_56202,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978688,RHOBADRAFT_56205,RHOBADRAFT_56205,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978689,RHOBADRAFT_56206,RHOBADRAFT_56206,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978690,RHOBADRAFT_56209,RHOBADRAFT_56209,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978691,RHOBADRAFT_56210,RHOBADRAFT_56210,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978692,RHOBADRAFT_56211,RHOBADRAFT_56211,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978693,RHOBADRAFT_56212,RHOBADRAFT_56212,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978694,RHOBADRAFT_56214,RHOBADRAFT_56214,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978695,RHOBADRAFT_56217,RHOBADRAFT_56217,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978696,RHOBADRAFT_56218,RHOBADRAFT_56218,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978697,RHOBADRAFT_56219,RHOBADRAFT_56219,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978698,RHOBADRAFT_56222,RHOBADRAFT_56222,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978699,RHOBADRAFT_56225,RHOBADRAFT_56225,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978700,RHOBADRAFT_56226,RHOBADRAFT_56226,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978701,RHOBADRAFT_56228,RHOBADRAFT_56228,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978702,RHOBADRAFT_56229,RHOBADRAFT_56229,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978703,RHOBADRAFT_56231,RHOBADRAFT_56231,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978704,RHOBADRAFT_56233,RHOBADRAFT_56233,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978705,RHOBADRAFT_56235,RHOBADRAFT_56235,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978706,RHOBADRAFT_56236,RHOBADRAFT_56236,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978707,RHOBADRAFT_56240,RHOBADRAFT_56240,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978708,RHOBADRAFT_56246,RHOBADRAFT_56246,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978709,RHOBADRAFT_56249,RHOBADRAFT_56249,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978710,RHOBADRAFT_56250,RHOBADRAFT_56250,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978711,RHOBADRAFT_56252,RHOBADRAFT_56252,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978712,RHOBADRAFT_56256,RHOBADRAFT_56256,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978713,RHOBADRAFT_56260,RHOBADRAFT_56260,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
