#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1392243,54414118,P152DRAFT_100491,P152DRAFT_100491,-,-,Unknown,-,eukaryotic translation initiation factor 4E,protein-coding,-,-,-,eukaryotic translation initiation factor 4E,20210313,-
1392243,54421088,P152DRAFT_463700,P152DRAFT_463700,-,-,Unknown,-,Phosphoenolpyruvate/pyruvate domain-containing protein,protein-coding,-,-,-,Phosphoenolpyruvate/pyruvate domain-containing protein,20210313,-
1392243,54421089,P152DRAFT_463701,P152DRAFT_463701,-,-,Unknown,-,"Prefoldin, subunit 3",protein-coding,-,-,-,"Prefoldin, subunit 3",20210313,-
1392243,54421090,P152DRAFT_463702,P152DRAFT_463702,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421091,P152DRAFT_463748,P152DRAFT_463748,-,-,Unknown,-,GroES-like protein,protein-coding,-,-,-,GroES-like protein,20210313,-
1392243,54421092,P152DRAFT_463798,P152DRAFT_463798,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421093,P152DRAFT_463806,P152DRAFT_463806,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421094,P152DRAFT_463822,P152DRAFT_463822,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421095,P152DRAFT_463835,P152DRAFT_463835,-,-,Unknown,-,mitochondrial carrier,protein-coding,-,-,-,mitochondrial carrier,20210313,-
1392243,54421096,P152DRAFT_463841,P152DRAFT_463841,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210313,-
1392243,54421097,P152DRAFT_463854,P152DRAFT_463854,-,-,Unknown,-,"DASH complex, subunit Spc34",protein-coding,-,-,-,"DASH complex, subunit Spc34",20210313,-
1392243,54421098,P152DRAFT_463860,P152DRAFT_463860,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421099,P152DRAFT_463882,P152DRAFT_463882,-,-,Unknown,-,catalase,protein-coding,-,-,-,catalase,20210313,-
1392243,54421100,P152DRAFT_463890,P152DRAFT_463890,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210313,-
1392243,54421101,P152DRAFT_463920,P152DRAFT_463920,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421102,P152DRAFT_463921,P152DRAFT_463921,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421103,P152DRAFT_463992,P152DRAFT_463992,-,-,Unknown,-,ERG4/ERG24 ergosterol biosynthesis protein,protein-coding,-,-,-,ERG4/ERG24 ergosterol biosynthesis protein,20210313,-
1392243,54421104,P152DRAFT_463997,P152DRAFT_463997,-,-,Unknown,-,ubiquitin-protein ligase-like protein E3,protein-coding,-,-,-,ubiquitin-protein ligase-like protein E3,20210313,-
1392243,54421105,P152DRAFT_464000,P152DRAFT_464000,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421106,P152DRAFT_464015,P152DRAFT_464015,-,-,Unknown,-,putative AMP-binding domain protein,protein-coding,-,-,-,putative AMP-binding domain protein,20210313,-
1392243,54421107,P152DRAFT_464046,P152DRAFT_464046,-,-,Unknown,-,mediator of RNA polymerase II transcription subunit 31,protein-coding,-,-,-,mediator of RNA polymerase II transcription subunit 31,20210313,-
1392243,54421108,P152DRAFT_464066,P152DRAFT_464066,-,-,Unknown,-,"protocatechuate 3,4-dioxygenase beta subunit",protein-coding,-,-,-,"protocatechuate 3,4-dioxygenase beta subunit",20210313,-
1392243,54421109,P152DRAFT_464085,P152DRAFT_464085,-,-,Unknown,-,nitrate reductase,protein-coding,-,-,-,nitrate reductase,20210313,-
1392243,54421110,P152DRAFT_464096,P152DRAFT_464096,-,-,Unknown,-,Dehydroquinate synthase-like protein,protein-coding,-,-,-,Dehydroquinate synthase-like protein,20210313,-
1392243,54421111,P152DRAFT_464116,P152DRAFT_464116,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421112,P152DRAFT_464118,P152DRAFT_464118,-,-,Unknown,-,arginyl-tRNA synthetase,protein-coding,-,-,-,arginyl-tRNA synthetase,20210313,-
1392243,54421113,P152DRAFT_464130,P152DRAFT_464130,-,-,Unknown,-,yeats-domain-containing protein,protein-coding,-,-,-,yeats-domain-containing protein,20210313,-
1392243,54421114,P152DRAFT_464137,P152DRAFT_464137,-,-,Unknown,-,zincin,protein-coding,-,-,-,zincin,20210313,-
1392243,54421115,P152DRAFT_464171,P152DRAFT_464171,-,-,Unknown,-,Pkinase-domain-containing protein,protein-coding,-,-,-,Pkinase-domain-containing protein,20210313,-
1392243,54421116,P152DRAFT_464179,P152DRAFT_464179,-,-,Unknown,-,FAD binding domain protein,protein-coding,-,-,-,FAD binding domain protein,20210313,-
1392243,54421117,P152DRAFT_464202,P152DRAFT_464202,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421118,P152DRAFT_464212,P152DRAFT_464212,-,-,Unknown,-,actin-like protein 2,protein-coding,-,-,-,actin-like protein 2,20210313,-
1392243,54421119,P152DRAFT_464221,P152DRAFT_464221,-,-,Unknown,-,FCH-domain-containing protein,protein-coding,-,-,-,FCH-domain-containing protein,20210313,-
1392243,54421120,P152DRAFT_464229,P152DRAFT_464229,-,-,Unknown,-,UBC-like protein,protein-coding,-,-,-,UBC-like protein,20210313,-
1392243,54421121,P152DRAFT_464252,P152DRAFT_464252,-,-,Unknown,-,Pkinase-domain-containing protein,protein-coding,-,-,-,Pkinase-domain-containing protein,20210313,-
1392243,54421122,P152DRAFT_464260,P152DRAFT_464260,-,-,Unknown,-,putative amino acid permease,protein-coding,-,-,-,putative amino acid permease,20210313,-
1392243,54421123,P152DRAFT_464278,P152DRAFT_464278,-,-,Unknown,-,amino acid transporter,protein-coding,-,-,-,amino acid transporter,20210313,-
1392243,54421124,P152DRAFT_464282,P152DRAFT_464282,-,-,Unknown,-,Clavaminate synthase-like protein,protein-coding,-,-,-,Clavaminate synthase-like protein,20210313,-
1392243,54421125,P152DRAFT_464284,P152DRAFT_464284,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421126,P152DRAFT_464288,P152DRAFT_464288,-,-,Unknown,-,ferredoxin reductase-like protein,protein-coding,-,-,-,ferredoxin reductase-like protein,20210313,-
1392243,54421127,P152DRAFT_464295,P152DRAFT_464295,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421128,P152DRAFT_464325,P152DRAFT_464325,-,-,Unknown,-,alcohol oxidase,protein-coding,-,-,-,alcohol oxidase,20210313,-
1392243,54421129,P152DRAFT_464347,P152DRAFT_464347,-,-,Unknown,-,ribosomal protein L36e,protein-coding,-,-,-,ribosomal protein L36e,20210313,-
1392243,54421130,P152DRAFT_464355,P152DRAFT_464355,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421131,P152DRAFT_464357,P152DRAFT_464357,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421132,P152DRAFT_464368,P152DRAFT_464368,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421133,P152DRAFT_464377,P152DRAFT_464377,-,-,Unknown,-,spindle pole body interacting protein,protein-coding,-,-,-,spindle pole body interacting protein,20210313,-
1392243,54421134,P152DRAFT_464381,P152DRAFT_464381,-,-,Unknown,-,chromatin associated protein KTI12,protein-coding,-,-,-,chromatin associated protein KTI12,20210313,-
1392243,54421135,P152DRAFT_464419,P152DRAFT_464419,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421136,P152DRAFT_464438,P152DRAFT_464438,-,-,Unknown,-,neutral protease 2-like protein,protein-coding,-,-,-,neutral protease 2-like protein,20210313,-
1392243,54421137,P152DRAFT_464450,P152DRAFT_464450,-,-,Unknown,-,GroES-like protein,protein-coding,-,-,-,GroES-like protein,20210313,-
1392243,54421138,P152DRAFT_464461,P152DRAFT_464461,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210313,-
1392243,54421139,P152DRAFT_464462,P152DRAFT_464462,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421140,P152DRAFT_464479,P152DRAFT_464479,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20210313,-
1392243,54421141,P152DRAFT_464551,P152DRAFT_464551,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421142,P152DRAFT_464558,P152DRAFT_464558,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421143,P152DRAFT_464570,P152DRAFT_464570,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421144,P152DRAFT_464597,P152DRAFT_464597,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421145,P152DRAFT_464623,P152DRAFT_464623,-,-,Unknown,-,putative 3-beta hydroxysteroid dehydrogenase/isomerase family protein,protein-coding,-,-,-,putative 3-beta hydroxysteroid dehydrogenase/isomerase family protein,20210313,-
1392243,54421146,P152DRAFT_464624,P152DRAFT_464624,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421147,P152DRAFT_464628,P152DRAFT_464628,-,-,Unknown,-,UPF0041 domain protein,protein-coding,-,-,-,UPF0041 domain protein,20210313,-
1392243,54421148,P152DRAFT_464645,P152DRAFT_464645,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421149,P152DRAFT_464667,P152DRAFT_464667,-,-,Unknown,-,glutamine:fructose-6-phosphate amidotransferase,protein-coding,-,-,-,glutamine:fructose-6-phosphate amidotransferase,20210313,-
1392243,54421150,P152DRAFT_464668,P152DRAFT_464668,-,-,Unknown,-,"6,7-dimethyl-8-ribityllumazine synthase",protein-coding,-,-,-,"6,7-dimethyl-8-ribityllumazine synthase",20210313,-
1392243,54421151,P152DRAFT_464689,P152DRAFT_464689,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421152,P152DRAFT_464695,P152DRAFT_464695,-,-,Unknown,-,dolichol-phosphate mannosyltransferase subunit 3,protein-coding,-,-,-,dolichol-phosphate mannosyltransferase subunit 3,20210313,-
1392243,54421153,P152DRAFT_464705,P152DRAFT_464705,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210313,-
1392243,54421154,P152DRAFT_464727,P152DRAFT_464727,-,-,Unknown,-,short-chain dehydrogenase/reductase,protein-coding,-,-,-,short-chain dehydrogenase/reductase,20210313,-
1392243,54421155,P152DRAFT_464768,P152DRAFT_464768,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421156,P152DRAFT_464787,P152DRAFT_464787,-,-,Unknown,-,mitochondrial genome maintenance MGM101,protein-coding,-,-,-,mitochondrial genome maintenance MGM101,20210313,-
1392243,54421157,P152DRAFT_464794,P152DRAFT_464794,-,-,Unknown,-,SNF7 family protein,protein-coding,-,-,-,SNF7 family protein,20210313,-
1392243,54421158,P152DRAFT_464807,P152DRAFT_464807,-,-,Unknown,-,ATP synthase-like protein F0 subunit 9,protein-coding,-,-,-,ATP synthase-like protein F0 subunit 9,20210313,-
1392243,54421159,P152DRAFT_464821,P152DRAFT_464821,-,-,Unknown,-,AAA-domain-containing protein,protein-coding,-,-,-,AAA-domain-containing protein,20210313,-
1392243,54421160,P152DRAFT_464833,P152DRAFT_464833,-,-,Unknown,-,pseudouridine synthase,protein-coding,-,-,-,pseudouridine synthase,20210313,-
1392243,54421161,P152DRAFT_464837,P152DRAFT_464837,-,-,Unknown,-,cullin-associated NEDD8-dissociated protein-like protein,protein-coding,-,-,-,cullin-associated NEDD8-dissociated protein-like protein,20210313,-
1392243,54421162,P152DRAFT_464875,P152DRAFT_464875,-,-,Unknown,-,mitochondrial carrier protein,protein-coding,-,-,-,mitochondrial carrier protein,20210313,-
1392243,54421163,P152DRAFT_464880,P152DRAFT_464880,-,-,Unknown,-,Ap4A phosphorylase-like protein II,protein-coding,-,-,-,Ap4A phosphorylase-like protein II,20210313,-
1392243,54421164,P152DRAFT_464882,P152DRAFT_464882,-,-,Unknown,-,"putative oxidoreductase,short chain dehydrogenase",protein-coding,-,-,-,"putative oxidoreductase,short chain dehydrogenase",20210313,-
1392243,54421165,P152DRAFT_46489,P152DRAFT_46489,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421166,P152DRAFT_464910,P152DRAFT_464910,-,-,Unknown,-,fatty-acyl-CoA synthase,protein-coding,-,-,-,fatty-acyl-CoA synthase,20210313,-
1392243,54421167,P152DRAFT_464923,P152DRAFT_464923,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421168,P152DRAFT_464939,P152DRAFT_464939,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421169,P152DRAFT_464954,P152DRAFT_464954,-,-,Unknown,-,DUF1692-domain-containing protein,protein-coding,-,-,-,DUF1692-domain-containing protein,20210313,-
1392243,54421170,P152DRAFT_46499,P152DRAFT_46499,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421171,P152DRAFT_465007,P152DRAFT_465007,-,-,Unknown,-,HET-domain-containing protein,protein-coding,-,-,-,HET-domain-containing protein,20210313,-
1392243,54421172,P152DRAFT_465024,P152DRAFT_465024,-,-,Unknown,-,ARM repeat-containing protein,protein-coding,-,-,-,ARM repeat-containing protein,20210313,-
1392243,54421173,P152DRAFT_465026,P152DRAFT_465026,-,-,Unknown,-,cullin-4B,protein-coding,-,-,-,cullin-4B,20210313,-
1392243,54421174,P152DRAFT_465070,P152DRAFT_465070,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421175,P152DRAFT_465087,P152DRAFT_465087,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421176,P152DRAFT_465116,P152DRAFT_465116,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421177,P152DRAFT_465125,P152DRAFT_465125,-,-,Unknown,-,ARM repeat-containing protein,protein-coding,-,-,-,ARM repeat-containing protein,20210313,-
1392243,54421178,P152DRAFT_465130,P152DRAFT_465130,-,-,Unknown,-,HET-domain-containing protein,protein-coding,-,-,-,HET-domain-containing protein,20210313,-
1392243,54421179,P152DRAFT_465132,P152DRAFT_465132,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421180,P152DRAFT_465138,P152DRAFT_465138,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421181,P152DRAFT_465167,P152DRAFT_465167,-,-,Unknown,-,family 2 glycoside hydrolase,protein-coding,-,-,-,family 2 glycoside hydrolase,20210313,-
1392243,54421182,P152DRAFT_465168,P152DRAFT_465168,-,-,Unknown,-,phosphate metabolism protein 7,protein-coding,-,-,-,phosphate metabolism protein 7,20210313,-
1392243,54421183,P152DRAFT_465172,P152DRAFT_465172,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421184,P152DRAFT_465179,P152DRAFT_465179,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421185,P152DRAFT_465180,P152DRAFT_465180,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421186,P152DRAFT_465185,P152DRAFT_465185,-,-,Unknown,-,purine and uridine phosphorylase,protein-coding,-,-,-,purine and uridine phosphorylase,20210313,-
1392243,54421187,P152DRAFT_465202,P152DRAFT_465202,-,-,Unknown,-,DUF862-domain-containing protein,protein-coding,-,-,-,DUF862-domain-containing protein,20210313,-
1392243,54421188,P152DRAFT_465221,P152DRAFT_465221,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421189,P152DRAFT_465238,P152DRAFT_465238,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421190,P152DRAFT_465245,P152DRAFT_465245,-,-,Unknown,-,AMP-binding enzyme,protein-coding,-,-,-,AMP-binding enzyme,20210313,-
1392243,54421191,P152DRAFT_465257,P152DRAFT_465257,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421192,P152DRAFT_465278,P152DRAFT_465278,-,-,Unknown,-,thiosulfate sulfurtransferase,protein-coding,-,-,-,thiosulfate sulfurtransferase,20210313,-
1392243,54421193,P152DRAFT_465298,P152DRAFT_465298,-,-,Unknown,-,C6 zinc finger domain-containing protein,protein-coding,-,-,-,C6 zinc finger domain-containing protein,20210313,-
1392243,54421194,P152DRAFT_465317,P152DRAFT_465317,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421195,P152DRAFT_465325,P152DRAFT_465325,-,-,Unknown,-,eukaryotic translation initiation factor eIF-1,protein-coding,-,-,-,eukaryotic translation initiation factor eIF-1,20210313,-
1392243,54421196,P152DRAFT_465329,P152DRAFT_465329,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421197,P152DRAFT_465353,P152DRAFT_465353,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421198,P152DRAFT_465358,P152DRAFT_465358,-,-,Unknown,-,nagb/rpia/CoA transferase-like protein,protein-coding,-,-,-,nagb/rpia/CoA transferase-like protein,20210313,-
1392243,54421199,P152DRAFT_465405,P152DRAFT_465405,-,-,Unknown,-,RGS-domain-containing protein,protein-coding,-,-,-,RGS-domain-containing protein,20210313,-
1392243,54421200,P152DRAFT_465464,P152DRAFT_465464,-,-,Unknown,-,terpenoid cyclases/Protein prenyltransferase,protein-coding,-,-,-,terpenoid cyclases/Protein prenyltransferase,20210313,-
1392243,54421201,P152DRAFT_465503,P152DRAFT_465503,-,-,Unknown,-,emp24/gp25L/p24 family/GOLD,protein-coding,-,-,-,emp24/gp25L/p24 family/GOLD,20210313,-
1392243,54421202,P152DRAFT_465512,P152DRAFT_465512,-,-,Unknown,-,bleomycin hydrolase,protein-coding,-,-,-,bleomycin hydrolase,20210313,-
1392243,54421203,P152DRAFT_465516,P152DRAFT_465516,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54421204,P152DRAFT_465526,P152DRAFT_465526,-,-,Unknown,-,cellular morphogenesis protein,protein-coding,-,-,-,cellular morphogenesis protein,20210313,-
1392243,54421205,P152DRAFT_465538,P152DRAFT_465538,-,-,Unknown,-,N-acetyltransferase,protein-coding,-,-,-,N-acetyltransferase,20210313,-
1392243,54421206,P152DRAFT_465549,P152DRAFT_465549,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54421207,P152DRAFT_465556,P152DRAFT_465556,-,-,Unknown,-,heavy metal translocatin,protein-coding,-,-,-,heavy metal translocatin,20210313,-
1392243,54421208,P152DRAFT_465564,P152DRAFT_465564,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20210313,-
1392243,54421209,P152DRAFT_465574,P152DRAFT_465574,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54421210,P152DRAFT_465575,P152DRAFT_465575,-,-,Unknown,-,oligopeptide transporter-like protein,protein-coding,-,-,-,oligopeptide transporter-like protein,20210313,-
1392243,54421211,P152DRAFT_465630,P152DRAFT_465630,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20210313,-
1392243,54421212,P152DRAFT_465682,P152DRAFT_465682,-,-,Unknown,-,NmrA-domain-containing protein,protein-coding,-,-,-,NmrA-domain-containing protein,20210313,-
1392243,54421213,P152DRAFT_465690,P152DRAFT_465690,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54421214,P152DRAFT_465698,P152DRAFT_465698,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210313,-
1392243,54421215,P152DRAFT_465704,P152DRAFT_465704,-,-,Unknown,-,ubiquinone biosynthesis O-methyltransferase,protein-coding,-,-,-,ubiquinone biosynthesis O-methyltransferase,20210313,-
