#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
301207,54440093,BU25DRAFT_100067,BU25DRAFT_100067,-,-,Unknown,-,Xanthine/uracil permease,protein-coding,-,-,-,Xanthine/uracil permease,20210320,-
301207,54450735,BU25DRAFT_457818,BU25DRAFT_457818,-,-,Unknown,-,"Bicupin, oxalate decarboxylase/oxidase",protein-coding,-,-,-,"Bicupin, oxalate decarboxylase/oxidase",20210320,-
301207,54450736,BU25DRAFT_45782,BU25DRAFT_45782,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450737,BU25DRAFT_457820,BU25DRAFT_457820,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210320,-
301207,54450738,BU25DRAFT_457842,BU25DRAFT_457842,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450739,BU25DRAFT_457845,BU25DRAFT_457845,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450740,BU25DRAFT_457846,BU25DRAFT_457846,-,-,Unknown,-,"guanine nucleotide binding protein, alpha subunit",protein-coding,-,-,-,"guanine nucleotide binding protein, alpha subunit",20210320,-
301207,54450741,BU25DRAFT_457864,BU25DRAFT_457864,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450742,BU25DRAFT_457884,BU25DRAFT_457884,-,-,Unknown,-,DUF427-domain-containing protein,protein-coding,-,-,-,DUF427-domain-containing protein,20210320,-
301207,54450743,BU25DRAFT_457890,BU25DRAFT_457890,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450744,BU25DRAFT_457894,BU25DRAFT_457894,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450745,BU25DRAFT_457895,BU25DRAFT_457895,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450746,BU25DRAFT_457903,BU25DRAFT_457903,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450747,BU25DRAFT_457907,BU25DRAFT_457907,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450748,BU25DRAFT_457910,BU25DRAFT_457910,-,-,Unknown,-,transcription factor PacC,protein-coding,-,-,-,transcription factor PacC,20210320,-
301207,54450749,BU25DRAFT_457911,BU25DRAFT_457911,-,-,Unknown,-,glycoside hydrolase family 10 protein,protein-coding,-,-,-,glycoside hydrolase family 10 protein,20210320,-
301207,54450750,BU25DRAFT_457943,BU25DRAFT_457943,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450751,BU25DRAFT_457944,BU25DRAFT_457944,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450752,BU25DRAFT_457945,BU25DRAFT_457945,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450753,BU25DRAFT_457952,BU25DRAFT_457952,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450754,BU25DRAFT_457959,BU25DRAFT_457959,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450755,BU25DRAFT_45798,BU25DRAFT_45798,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450756,BU25DRAFT_457995,BU25DRAFT_457995,-,-,Unknown,-,carboxypeptidase cpdS precursor,protein-coding,-,-,-,carboxypeptidase cpdS precursor,20210320,-
301207,54450757,BU25DRAFT_458000,BU25DRAFT_458000,-,-,Unknown,-,UDP-Glc/Gal endoplasmic reticulum nucleotide sugar transporter-like protein,protein-coding,-,-,-,UDP-Glc/Gal endoplasmic reticulum nucleotide sugar transporter-like protein,20210320,-
301207,54450758,BU25DRAFT_458005,BU25DRAFT_458005,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450759,BU25DRAFT_458025,BU25DRAFT_458025,-,-,Unknown,-,glycoside hydrolase family 53 protein,protein-coding,-,-,-,glycoside hydrolase family 53 protein,20210320,-
301207,54450760,BU25DRAFT_458031,BU25DRAFT_458031,-,-,Unknown,-,cytochrome c oxidase family protein-like protein,protein-coding,-,-,-,cytochrome c oxidase family protein-like protein,20200918,-
301207,54450761,BU25DRAFT_458032,BU25DRAFT_458032,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450762,BU25DRAFT_458036,BU25DRAFT_458036,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450763,BU25DRAFT_458043,BU25DRAFT_458043,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450764,BU25DRAFT_458074,BU25DRAFT_458074,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450765,BU25DRAFT_458089,BU25DRAFT_458089,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210320,-
301207,54450766,BU25DRAFT_45809,BU25DRAFT_45809,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450767,BU25DRAFT_458103,BU25DRAFT_458103,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450768,BU25DRAFT_458105,BU25DRAFT_458105,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450769,BU25DRAFT_458109,BU25DRAFT_458109,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450770,BU25DRAFT_458137,BU25DRAFT_458137,-,-,Unknown,-,glycoside hydrolase family 127 protein,protein-coding,-,-,-,glycoside hydrolase family 127 protein,20210320,-
301207,54450771,BU25DRAFT_458140,BU25DRAFT_458140,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450772,BU25DRAFT_458144,BU25DRAFT_458144,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450773,BU25DRAFT_458145,BU25DRAFT_458145,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450774,BU25DRAFT_458147,BU25DRAFT_458147,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450775,BU25DRAFT_458149,BU25DRAFT_458149,-,-,Unknown,-,class I glutamine amidotransferase-like protein,protein-coding,-,-,-,class I glutamine amidotransferase-like protein,20210320,-
301207,54450776,BU25DRAFT_458185,BU25DRAFT_458185,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450777,BU25DRAFT_458188,BU25DRAFT_458188,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450778,BU25DRAFT_458205,BU25DRAFT_458205,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450779,BU25DRAFT_458222,BU25DRAFT_458222,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450780,BU25DRAFT_458235,BU25DRAFT_458235,-,-,Unknown,-,cytidine deaminase,protein-coding,-,-,-,cytidine deaminase,20210320,-
301207,54450781,BU25DRAFT_458242,BU25DRAFT_458242,-,-,Unknown,-,glutamine-hydrolyzing asparagine synthase,protein-coding,-,-,-,glutamine-hydrolyzing asparagine synthase,20210320,-
301207,54450782,BU25DRAFT_458243,BU25DRAFT_458243,-,-,Unknown,-,putative dimethylaniline monooxygenase,protein-coding,-,-,-,putative dimethylaniline monooxygenase,20210320,-
301207,54450783,BU25DRAFT_458246,BU25DRAFT_458246,-,-,Unknown,-,DHH phosphoesterase,protein-coding,-,-,-,DHH phosphoesterase,20210320,-
301207,54450784,BU25DRAFT_458258,BU25DRAFT_458258,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450785,BU25DRAFT_458270,BU25DRAFT_458270,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450786,BU25DRAFT_458288,BU25DRAFT_458288,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450787,BU25DRAFT_458305,BU25DRAFT_458305,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450788,BU25DRAFT_458318,BU25DRAFT_458318,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450789,BU25DRAFT_458323,BU25DRAFT_458323,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450790,BU25DRAFT_458331,BU25DRAFT_458331,-,-,Unknown,-,ethanolaminephosphotransferase 1,protein-coding,-,-,-,ethanolaminephosphotransferase 1,20210320,-
301207,54450791,BU25DRAFT_458362,BU25DRAFT_458362,-,-,Unknown,-,C2H2 conidiation transcription factor-like protein FlbC,protein-coding,-,-,-,C2H2 conidiation transcription factor-like protein FlbC,20210320,-
301207,54450792,BU25DRAFT_458366,BU25DRAFT_458366,-,-,Unknown,-,SNF-domain-containing protein,protein-coding,-,-,-,SNF-domain-containing protein,20210320,-
301207,54450793,BU25DRAFT_458388,BU25DRAFT_458388,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450794,BU25DRAFT_458391,BU25DRAFT_458391,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450795,BU25DRAFT_458403,BU25DRAFT_458403,-,-,Unknown,-,sugar transporter STL1,protein-coding,-,-,-,sugar transporter STL1,20210320,-
301207,54450796,BU25DRAFT_458411,BU25DRAFT_458411,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450797,BU25DRAFT_458420,BU25DRAFT_458420,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450798,BU25DRAFT_458428,BU25DRAFT_458428,-,-,Unknown,-,ankyrin,protein-coding,-,-,-,ankyrin,20210320,-
301207,54450799,BU25DRAFT_458434,BU25DRAFT_458434,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450800,BU25DRAFT_458437,BU25DRAFT_458437,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450801,BU25DRAFT_458456,BU25DRAFT_458456,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450802,BU25DRAFT_458457,BU25DRAFT_458457,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450803,BU25DRAFT_458471,BU25DRAFT_458471,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20210320,-
301207,54450804,BU25DRAFT_458474,BU25DRAFT_458474,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450805,BU25DRAFT_45849,BU25DRAFT_45849,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20210320,-
301207,54450806,BU25DRAFT_458491,BU25DRAFT_458491,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450807,BU25DRAFT_458514,BU25DRAFT_458514,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450808,BU25DRAFT_458519,BU25DRAFT_458519,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450809,BU25DRAFT_458526,BU25DRAFT_458526,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450810,BU25DRAFT_458541,BU25DRAFT_458541,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450811,BU25DRAFT_458543,BU25DRAFT_458543,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450812,BU25DRAFT_458558,BU25DRAFT_458558,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450813,BU25DRAFT_458562,BU25DRAFT_458562,-,-,Unknown,-,protein serine/threonine phosphatase 2C,protein-coding,-,-,-,protein serine/threonine phosphatase 2C,20210320,-
301207,54450814,BU25DRAFT_458592,BU25DRAFT_458592,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450815,BU25DRAFT_458610,BU25DRAFT_458610,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450816,BU25DRAFT_458659,BU25DRAFT_458659,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450817,BU25DRAFT_458668,BU25DRAFT_458668,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450818,BU25DRAFT_458673,BU25DRAFT_458673,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450819,BU25DRAFT_458675,BU25DRAFT_458675,-,-,Unknown,-,ISP domain-containing protein,protein-coding,-,-,-,ISP domain-containing protein,20210320,-
301207,54450820,BU25DRAFT_458677,BU25DRAFT_458677,-,-,Unknown,-,Metallo-hydrolase/oxidoreductase,protein-coding,-,-,-,Metallo-hydrolase/oxidoreductase,20210320,-
301207,54450821,BU25DRAFT_45868,BU25DRAFT_45868,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450822,BU25DRAFT_458735,BU25DRAFT_458735,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450823,BU25DRAFT_458744,BU25DRAFT_458744,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450824,BU25DRAFT_458751,BU25DRAFT_458751,-,-,Unknown,-,oxidoreductase domain-containing protein,protein-coding,-,-,-,oxidoreductase domain-containing protein,20210320,-
301207,54450825,BU25DRAFT_458754,BU25DRAFT_458754,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450826,BU25DRAFT_458774,BU25DRAFT_458774,-,-,Unknown,-,DUF862-domain-containing protein,protein-coding,-,-,-,DUF862-domain-containing protein,20210320,-
301207,54450827,BU25DRAFT_458778,BU25DRAFT_458778,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450828,BU25DRAFT_458779,BU25DRAFT_458779,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450829,BU25DRAFT_458782,BU25DRAFT_458782,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450830,BU25DRAFT_458789,BU25DRAFT_458789,-,-,Unknown,-,translation initiation factor eIF4e,protein-coding,-,-,-,translation initiation factor eIF4e,20210320,-
301207,54450831,BU25DRAFT_458821,BU25DRAFT_458821,-,-,Unknown,-,mitochondrial citrate synthase-like protein precursor,protein-coding,-,-,-,mitochondrial citrate synthase-like protein precursor,20210320,-
301207,54450832,BU25DRAFT_458830,BU25DRAFT_458830,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450833,BU25DRAFT_458849,BU25DRAFT_458849,-,-,Unknown,-,lytic polysaccharide monooxygenase,protein-coding,-,-,-,lytic polysaccharide monooxygenase,20210320,-
301207,54450834,BU25DRAFT_458850,BU25DRAFT_458850,-,-,Unknown,-,DHH phosphoesterase,protein-coding,-,-,-,DHH phosphoesterase,20210320,-
301207,54450835,BU25DRAFT_458861,BU25DRAFT_458861,-,-,Unknown,-,mitochondrial carrier,protein-coding,-,-,-,mitochondrial carrier,20210320,-
301207,54450836,BU25DRAFT_458900,BU25DRAFT_458900,-,-,Unknown,-,class II peroxidase,protein-coding,-,-,-,class II peroxidase,20210320,-
301207,54450837,BU25DRAFT_458903,BU25DRAFT_458903,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450838,BU25DRAFT_458911,BU25DRAFT_458911,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450839,BU25DRAFT_458912,BU25DRAFT_458912,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450840,BU25DRAFT_458935,BU25DRAFT_458935,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450841,BU25DRAFT_458952,BU25DRAFT_458952,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450842,BU25DRAFT_458963,BU25DRAFT_458963,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450843,BU25DRAFT_458977,BU25DRAFT_458977,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450844,BU25DRAFT_459022,BU25DRAFT_459022,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450845,BU25DRAFT_459038,BU25DRAFT_459038,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450846,BU25DRAFT_459080,BU25DRAFT_459080,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450847,BU25DRAFT_459098,BU25DRAFT_459098,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450848,BU25DRAFT_459101,BU25DRAFT_459101,-,-,Unknown,-,acetyl-CoA synthetase-like protein,protein-coding,-,-,-,acetyl-CoA synthetase-like protein,20210320,-
301207,54450849,BU25DRAFT_459129,BU25DRAFT_459129,-,-,Unknown,-,vacuolar protein sorting/targeting protein 10,protein-coding,-,-,-,vacuolar protein sorting/targeting protein 10,20210320,-
301207,54450850,BU25DRAFT_459144,BU25DRAFT_459144,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210320,-
301207,54450851,BU25DRAFT_459166,BU25DRAFT_459166,-,-,Unknown,-,ATP synthase F1 gamma,protein-coding,-,-,-,ATP synthase F1 gamma,20210320,-
301207,54450852,BU25DRAFT_459175,BU25DRAFT_459175,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450853,BU25DRAFT_459197,BU25DRAFT_459197,-,-,Unknown,-,PALP-domain-containing protein,protein-coding,-,-,-,PALP-domain-containing protein,20210320,-
301207,54450854,BU25DRAFT_459202,BU25DRAFT_459202,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450855,BU25DRAFT_459214,BU25DRAFT_459214,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450856,BU25DRAFT_459220,BU25DRAFT_459220,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450857,BU25DRAFT_459231,BU25DRAFT_459231,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450858,BU25DRAFT_459244,BU25DRAFT_459244,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450859,BU25DRAFT_459246,BU25DRAFT_459246,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450860,BU25DRAFT_459250,BU25DRAFT_459250,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210320,-
301207,54450861,BU25DRAFT_459253,BU25DRAFT_459253,-,-,Unknown,-,Clavaminate synthase-like protein,protein-coding,-,-,-,Clavaminate synthase-like protein,20210320,-
301207,54450862,BU25DRAFT_459261,BU25DRAFT_459261,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450863,BU25DRAFT_459262,BU25DRAFT_459262,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450864,BU25DRAFT_459288,BU25DRAFT_459288,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450865,BU25DRAFT_459323,BU25DRAFT_459323,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20210320,-
301207,54450866,BU25DRAFT_459349,BU25DRAFT_459349,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20210320,-
301207,54450867,BU25DRAFT_459400,BU25DRAFT_459400,-,-,Unknown,-,dienelactone hydrolase family protein,protein-coding,-,-,-,dienelactone hydrolase family protein,20210320,-
301207,54450868,BU25DRAFT_459413,BU25DRAFT_459413,-,-,Unknown,-,"supernatant protein factor, C-terminal domain-containing protein",protein-coding,-,-,-,"supernatant protein factor, C-terminal domain-containing protein",20210320,-
301207,54450869,BU25DRAFT_459415,BU25DRAFT_459415,-,-,Unknown,-,alpha-ketoacid dehydrogenase kinase,protein-coding,-,-,-,alpha-ketoacid dehydrogenase kinase,20210320,-
